GroupIdx	LogicType	Des
6032	0	30级东海宝藏8-蓝色
6033	0	30级东海宝藏9-蓝色
6034	0	30级东海宝藏10-蓝色
6035	0	30级东海宝藏1-紫色
6036	0	30级东海宝藏2-紫色
6037	0	30级东海宝藏3-紫色
6038	0	30级东海宝藏4-紫色
6039	0	30级东海宝藏5-紫色
6040	0	30级东海宝藏6-紫色
6041	0	30级东海宝藏7-紫色
6042	0	30级东海宝藏8-紫色
6043	0	30级东海宝藏9-紫色
6044	0	30级东海宝藏10-紫色
6045	0	30级日华城宝藏1-绿色
6046	0	30级日华城宝藏2-绿色
6047	0	30级日华城宝藏3-绿色
6048	0	30级日华城宝藏4-绿色
6049	0	30级日华城宝藏5-绿色
6050	0	30级日华城宝藏6-绿色
6051	0	30级日华城宝藏7-绿色
6052	0	30级日华城宝藏8-绿色
6053	0	30级日华城宝藏9-绿色
6054	0	30级日华城宝藏10-绿色
6055	0	30级日华城宝藏11-绿色
6056	0	30级日华城宝藏12-绿色
6057	0	30级日华城宝藏13-绿色
6058	0	30级日华城宝藏14-绿色
6059	0	30级日华城宝藏15-绿色
6060	0	30级日华城宝藏16-绿色
6061	0	30级日华城宝藏17-绿色
6062	0	30级日华城宝藏18-绿色
6063	0	30级日华城宝藏19-绿色
6064	0	30级日华城宝藏20-绿色
6065	0	30级日华城宝藏1-蓝色
6066	0	30级日华城宝藏2-蓝色
6067	0	30级日华城宝藏3-蓝色
6068	0	30级日华城宝藏4-蓝色
6069	0	30级日华城宝藏5-蓝色
6070	0	30级日华城宝藏6-蓝色
6071	0	30级日华城宝藏7-蓝色
6072	0	30级日华城宝藏8-蓝色
6073	0	30级日华城宝藏9-蓝色
6074	0	30级日华城宝藏10-蓝色
6075	0	30级日华城宝藏1-紫色
6076	0	30级日华城宝藏2-紫色
6077	0	30级日华城宝藏3-紫色
6078	0	30级日华城宝藏4-紫色
6079	0	30级日华城宝藏5-紫色
6080	0	30级日华城宝藏6-紫色
6081	0	30级日华城宝藏7-紫色
6082	0	30级日华城宝藏8-紫色
6083	0	30级日华城宝藏9-紫色
6084	0	30级日华城宝藏10-紫色
6085	0	【藏宝图】东海
6086	0	【藏宝图】珊瑚岛
6087	0	【藏宝图】巨木平原
6088	0	【藏宝图】平阳沼泽
6089	0	【藏宝图】流沙迷宫
6090	0	【藏宝图】太湖
6091	1	【藏宝图】东海显示
6092	1	【藏宝图】珊瑚岛显示
6093	1	【藏宝图】巨木平原显示
6094	1	【藏宝图】平阳沼泽显示
6095	1	【藏宝图】流沙迷宫显示
6096	0	【藏宝图】宝图合成
6097	0	【藏宝图】使用了错误的碎片
6098	0	【藏宝图】高级藏宝图
6099	1	【藏宝图】太湖显示
7001	1	拷问trigger检查组
7002	1	争夺活动参加事件检查组
7003	1	多人循环参加事件检查组
7004	1	任务掉落返魂灯
7005	1	雷泽城港口火药使用检查
7006	0	雷泽城空桑雕像五色念珠使用检查第一次检查
7007	0	雷泽城空桑雕像五色念珠使用检查第二次检查
7008	1	雷泽城空桑雕像五色念珠使用联合检查
7009	1	雷鸣虫检查
7010	1	雷泽丝帕
7011	1	雷泽河花
7012	1	赤色锦囊
7013	1	黄色锦囊
7014	1	雷泽城扫把使用检查
7015	0	雷泽城吐真粉使用检查
7016	0	雷泽城丝帕使用检查
7017	0	雷泽城金子使用检查
7018	0	雷泽城检测锦盒
7019	0	检查残破石碑
7020	0	检查鱼腥草
7021	0	检查回神草
7022	0	检查任务202299
7023	1	检查弩车
7025	0	位面绿豆
7026	0	位面油
7027	0	位面香蕉
7028	1	珊瑚岛杂草
7029	0	检查地字营令牌掉落
7030	0	检查天字营令牌掉落
7031	0	检查调兵令掉落
7032	0	检查火族信函
7033	0	检查任务用的宝图
7034	1	检查五花十叶草
7035	0	检查五花十叶丸使用
7036	0	检查辎重车
7037	0	检查锋利猎刀使用
7038	0	检查五花十叶草使用限制
7040	0	21036 黑齿国密探
7041	0	21008 石壁蟹
7042	0	21060 十戈军先锋
7043	0	21075 汤谷龟
7044	0	7021 罪龟
7045	0	300014
7046	0	300073
7047	0	25009 黑背野熊
7048	0	9501 日华城棕熊
7049	0	25046 水族祭司
7050	0	4001 1067 苇草商队护卫
7051	0	25047、25038 巨木营虎卫
7052	0	25027 地字营弩车队正
7053	0	25022 文智
7054	0	毒掉落
7055	0	毒掉落
7056	0	金笸箩
7057	0	英豪之证
7058	0	回眸一笑图
7059	0	苹果任务检查
7060	1	苹果位置检查
7061	0	苹果联合检查
7062	0	流沙伞蜥的鳞片
7063	0	木匣使用
7064	0	检查精致礼品
7065	0	检查太湖珠
7066	0	葵园蛊刀
7067	0	牙牙鸟的唾液
7068	0	牙牙鸟的唾液
7069	0	神秘洛书
7070	0	值钱的[宝藏
7071	0	天地精华
7072	0	水桶
7073	0	装满水的木桶
7074	0	牙牙鸟的唾液
7075	0	告示
7076	0	蝎卵
7077	0	甜蜜果
7078	0	凤凰蛋
7079	0	红荆果
7080	0	天地精气
7081	0	云英石
7082	0	凤尾锤
7083	0	凤尾锤
7084	0	预备军军牌
7085	0	寒冰菇
7086	0	云英石
7087	0	霓裳凤仙
7088	0	火抔土
7089	0	木抔土
7090	0	火焰姑
7091	0	叶子1
7092	0	叶子2
7093	0	沼泽支线位面_迷谷种子
7094	0	沼泽支线位面_清水
7095	0	沼泽支线位面_天工锯
7096	0	血冷果
7097	0	染血的血冷果
7098	0	红荆果
7100	0	【普通藏宝图】东海显示
7101	0	【普通藏宝图】珊瑚岛显示
7102	0	【普通藏宝图】巨木平原显示
7103	0	【普通藏宝图】平阳沼泽显示
7104	0	【普通藏宝图】流沙迷宫显示
7105	0	【普通藏宝图】太湖显示
7200	1	犀牛角
7201	1	相思泪
7202	1	回梦泪
7203	1	铲子
7204	0	班旄尾羽
7205	1	祭司手卷
7206	1	五情珠
7207	1	臭鼬
7208	0	微风符
7209	1	蜂蜜
7210	1	火宵花
7211	1	天谛草
7212	0	巨木枝条
7213	1	可疑晶石
7214	1	可疑油渍
7215	1	可疑毒虫
7216	0	虎身怨骨
7217	0	纯银令牌
7218	1	女童鞋子
7219	1	巨木红叶
7220	0	毒藤之液
7221	0	摄魂封印
7224	0	回梦泪
7225	0	离情泪
7226	0	微风符
7227	0	饿骨
7228	0	毒藤之液掉落
8000	0	背包中有铜牌道具
8001	0	背包中有银牌道具
8002	0	背包中有金牌道具
8003	0	玩家是否满血
8004	0	玩家是否加入帮会
8005	0	朝暮螟蛉
8006	0	搜刮的财物
8007	0	噬蛊的使用条件
8011	0	【帮会】商店建筑1级
8012	0	【帮会】商店建筑2级
8013	0	【帮会】商店建筑3级
8014	0	【帮会】商店建筑4级
8015	0	【帮会】商店建筑5级
8016	0	【帮会】商店建筑6级
8017	0	【帮会】商店建筑7级
8018	0	【帮会】商店建筑8级
8019	0	【帮会】商店建筑9级
8020	0	【帮会】商店建筑10级
8021	0	【帮会】修炼馆建筑1级
8022	0	【帮会】修炼馆建筑2级
8023	0	【帮会】修炼馆建筑3级
8024	0	【帮会】修炼馆建筑4级
8025	0	【帮会】修炼馆建筑5级
8026	0	【帮会】修炼馆建筑6级
8027	0	【帮会】修炼馆建筑7级
8028	0	【帮会】修炼馆建筑8级
8029	0	【帮会】修炼馆建筑9级
8030	0	【帮会】修炼馆建筑10级
8031	0	【帮会】大本营建筑1级
8032	0	【帮会】大本营建筑2级
8033	0	【帮会】大本营建筑3级
8034	0	【帮会】大本营建筑4级
8035	0	【帮会】大本营建筑5级
8036	0	【帮会】大本营建筑6级
8037	0	【帮会】大本营建筑7级
8038	0	【帮会】大本营建筑8级
8039	0	【帮会】大本营建筑9级
8040	0	【帮会】大本营建筑10级
8041	0	【食物】普防
8042	0	【食物】金防
8043	0	【食物】木防
8044	0	【食物】水防
8045	0	【食物】火防
8046	0	【食物】土防
8047	0	【药品】普攻
8048	0	【药品】金攻
8049	0	【药品】木攻
8050	0	【药品】水攻
8051	0	【药品】火攻
8052	0	【药品】土攻
8060	0	【经验丹】每天限制使用5次
8061	0	【物品】背包有1个空格
8062	0	【物品】背包有2个空格
8063	0	【物品】背包有3个空格
8064	0	【物品】背包有4个空格
8065	0	【物品】背包有5个空格
8066	0	【物品】背包有6个空格
8067	0	【物品】背包有7个空格
8068	0	【物品】背包有8个空格
8069	0	【物品】背包有9个空格
8070	0	【物品】背包有10个空格
8071	0	【月卡】每天限制使用1次,3个背包格子
8072	0	【月卡】每天限制使用1次,4个背包格子
8080	0	抽奖宝箱检测，新手宝箱
8101	0	【食物】20级防御
8102	0	【食物】30级防御
8103	0	【食物】40级防御
8104	0	【食物】50级防御
8105	0	【食物】60级防御
8106	0	【食物】70级防御
8107	0	【食物】80级防御
8108	0	【食物】90级防御
8109	0	【食物】100级防御
8110	0	【食物】20级金防
8111	0	【食物】30级金防
8112	0	【食物】40级金防
8113	0	【食物】50级金防
8114	0	【食物】60级金防
8115	0	【食物】70级金防
8116	0	【食物】80级金防
8117	0	【食物】90级金防
8118	0	【食物】100级金防
8119	0	【食物】20级木防
8120	0	【食物】30级木防
8121	0	【食物】40级木防
8122	0	【食物】50级木防
8123	0	【食物】60级木防
8124	0	【食物】70级木防
8125	0	【食物】80级木防
8126	0	【食物】90级木防
8127	0	【食物】100级木防
8128	0	【食物】20级水防
8129	0	【食物】30级水防
8130	0	【食物】40级水防
8131	0	【食物】50级水防
8132	0	【食物】60级水防
8133	0	【食物】70级水防
8134	0	【食物】80级水防
8135	0	【食物】90级水防
8136	0	【食物】100级水防
8137	0	【食物】20级火防
8138	0	【食物】30级火防
8139	0	【食物】40级火防
8140	0	【食物】50级火防
8141	0	【食物】60级火防
8142	0	【食物】70级火防
8143	0	【食物】80级火防
8144	0	【食物】90级火防
8145	0	【食物】100级火防
8146	0	【食物】20级土防
8147	0	【食物】30级土防
8148	0	【食物】40级土防
8149	0	【食物】50级土防
8150	0	【食物】60级土防
8151	0	【食物】70级土防
8152	0	【食物】80级土防
8153	0	【食物】90级土防
8154	0	【食物】100级土防
8160	0	【物品】回血食物的使用条件
8161	1	【东海】是否可以使用杂草
8162	0	【东海】是否可以使用杂草
8163	0	【巨木】是否可采集绿豆、油桶、香蕉
8164	0	【流沙】是否可以使用沙棘草
8165	0	检查采集玉壶烧春
8166	0	【巨木平原】检查烟花
8167	0	【平阳沼泽】鬼爪兰
8168	0	【平阳沼泽】空澄散·玄
8169	0	【平阳沼泽】空澄散·赤
8170	0	法宝增加经验
8171	0	检查寒霜露水
8172	0	东驻密令
8173	0	第二道密令
8174	0	使用第二道密令
8175	0	使用血凤梨
8176	0	采集血凤梨
8177	0	【野外boss】检查没有定身
8178	0	检查烧船用的火药桶
8179	0	太湖采集物_青菜苗
8180	0	太湖采集物_玲珑蚕丝
8181	0	太湖_酱料桶
8182	0	太湖采集物_琉璃煞种子
8183	0	太湖采集物_月光草
8184	0	检查巨蟹膏
8185	0	检查硬鳄肉
8186	1	检查空桑仙子画卷
8187	0	检查乐谱残叶
8188	0	太湖采集物_凝神朝露
8189	0	太湖采集物_白槿鹿角
8190	0	太湖采集物_咕咕
8191	0	太湖采集物_珍贵圣杯
8192	0	太湖采集物_圣火琉璃杯
8193	0	太湖采集物_桐木钓竿
8194	0	太湖采集物_荆棘绿蕊
8201	0	法宝经验药1级
8202	0	法宝经验药2级
8203	0	法宝经验药3级
8204	0	法宝经验药4级
8205	0	法宝经验药5级
8206	0	法宝经验药6级
8207	0	法宝经验药7级
8483	0	【食物】20级全属性攻击
8484	0	【食物】30级全属性攻击
8485	0	【食物】40级全属性攻击
8486	0	【食物】50级全属性攻击
8487	0	【食物】60级全属性攻击
8488	0	【食物】70级全属性攻击
8489	0	【食物】80级全属性攻击
8490	0	【食物】90级全属性攻击
8491	0	【食物】100级全属性攻击
8492	0	【食物】20级全属性防御
8493	0	【食物】30级全属性防御
8494	0	【食物】40级全属性防御
8495	0	【食物】50级全属性防御
8496	0	【食物】60级全属性防御
8497	0	【食物】70级全属性防御
8498	0	【食物】80级全属性防御
8499	0	【食物】90级全属性防御
8500	0	【食物】100级全属性防御
8501	0	【药品】20级攻击
8502	0	【药品】30级攻击
8503	0	【药品】40级攻击
8504	0	【药品】50级攻击
8505	0	【药品】60级攻击
8506	0	【药品】70级攻击
8507	0	【药品】80级攻击
8508	0	【药品】90级攻击
8509	0	【药品】100级攻击
8510	0	【药品】20级金攻
8511	0	【药品】30级金攻
8512	0	【药品】40级金攻
8513	0	【药品】50级金攻
8514	0	【药品】60级金攻
8515	0	【药品】70级金攻
8516	0	【药品】80级金攻
8517	0	【药品】90级金攻
8518	0	【药品】100级金攻
8519	0	【药品】20级木攻
8520	0	【药品】30级木攻
8521	0	【药品】40级木攻
8522	0	【药品】50级木攻
8523	0	【药品】60级木攻
8524	0	【药品】70级木攻
8525	0	【药品】80级木攻
8526	0	【药品】90级木攻
8527	0	【药品】100级木攻
8528	0	【药品】20级水攻
8529	0	【药品】30级水攻
8530	0	【药品】40级水攻
8531	0	【药品】50级水攻
8532	0	【药品】60级水攻
8533	0	【药品】70级水攻
8534	0	【药品】80级水攻
8535	0	【药品】90级水攻
8536	0	【药品】100级水攻
8537	0	【药品】20级火攻
8538	0	【药品】30级火攻
8539	0	【药品】40级火攻
8540	0	【药品】50级火攻
8541	0	【药品】60级火攻
8542	0	【药品】70级火攻
8543	0	【药品】80级火攻
8544	0	【药品】90级火攻
8545	0	【药品】100级火攻
8546	0	【药品】20级土攻
8547	0	【药品】30级土攻
8548	0	【药品】40级土攻
8549	0	【药品】50级土攻
8550	0	【药品】60级土攻
8551	0	【药品】70级土攻
8552	0	【药品】80级土攻
8553	0	【药品】90级土攻
8554	0	【药品】100级土攻
8555	0	【药品】20级体力充沛
8556	0	【药品】30级体力充沛
8557	0	【药品】40级体力充沛
8558	0	【药品】50级体力充沛
8559	0	【药品】60级体力充沛
8560	0	【药品】70级体力充沛
8561	0	【药品】80级体力充沛
8562	0	【药品】90级体力充沛
8563	0	【药品】100级体力充沛
8564	0	【药品】怒气药使用检查
9000	0	鱼饵使用检测
9001	1	捕虫刷新检查时间
9002	0	捕虫刷新检查天气-雾
9003	0	草药刷新检查天气-雨
9101	1	【头目怪】检查晴天
9102	1	【头目怪】检查雨天
9103	1	【头目怪】检查雾天
9104	1	【头目怪】检查沙天
9105	1	【头目怪】检查下雨或雾天
9201	1	【头目怪】检查凌晨
9202	1	【头目怪】检查清晨
9203	1	【头目怪】检查白天
9204	1	【头目怪】检查黄昏
9205	1	【头目怪】检查夜晚
9206	1	【头目怪】检查凌晨和白天
9207	1	【头目怪】检查凌晨、清晨和黄昏
9208	1	【头目怪】检查凌晨、清晨和夜晚
9209	1	【头目怪】检查白天和黄昏
9210	1	【头目怪】检查清晨、黄昏和夜晚
9211	1	【头目怪】检查凌晨和夜晚
9212	1	【头目怪】检查清晨、白天和黄昏
9213	1	【头目怪】检查清晨和黄昏
9214	1	【头目怪】检查凌晨和清晨
9215	1	【头目怪】检测整点
9216	1	【头目怪】检测整点_2小时
9500	1	【世界boss】检查非雨天
9501	0	【世界boss】检查沙暴
9502	0	【世界boss】检查12点-15点正午
9503	0	【世界boss】检查雨后
9504	0	【世界boss】检查晚上9点
9505	0	【世界boss】检查周五六日和晚上9点
9506	0	【世界boss】检查周六日和晚上9点
9507	0	【世界boss】检查周日和晚上9点
9508	1	【武道会】检查是否拥有战书门票
9509	1	【资源boss】检测每日12点至14点,19点至22点
9510	0	【资源boss】检测每日12点至14点
9511	0	【资源boss】检测每日19点至22点
10001	0	土特殊修正检查血量
10002	0	称号检查
11000	0	【打工】22-23等级检查
11001	0	【打工】23-24等级检查
11002	0	【打工】24-25等级检查
11003	0	【打工】25-26等级检查
11004	0	【打工】26-27等级检查
11005	0	【打工】27-28等级检查
11006	0	【打工】28-29等级检查
11007	0	【打工】29-30等级检查
11008	0	【打工】30-31等级检查
11009	0	【打工】31-32等级检查
11010	0	【打工】32-33等级检查
11011	0	【打工】33-34等级检查
11012	0	【打工】34-35等级检查
11013	0	【打工】35-36等级检查
11014	0	【打工】36-37等级检查
11015	0	【打工】37-38等级检查
11016	0	【打工】38-39等级检查
11017	0	【打工】39-40等级检查
11018	0	【打工】40-41等级检查
11019	0	【打工】41-42等级检查
11020	0	【打工】42-43等级检查
11021	0	【打工】43-44等级检查
11022	0	【打工】44-45等级检查
11023	0	【打工】45-46等级检查
11024	0	【打工】46-47等级检查
11025	0	【打工】47-48等级检查
11026	0	【打工】48-49等级检查
11027	0	【打工】49-50等级检查
11028	0	【打工】50-51等级检查
11029	0	【打工】51-52等级检查
11030	0	【打工】52-53等级检查
11031	0	【打工】53-54等级检查
11032	0	【打工】54-55等级检查
11033	0	【打工】55-56等级检查
11034	0	【打工】56-57等级检查
11035	0	【打工】57-58等级检查
11036	0	【打工】58-59等级检查
11037	0	【打工】59-60等级检查
11038	0	【打工】60-61等级检查
11039	0	【打工】61-62等级检查
11040	0	【打工】62-63等级检查
11041	0	【打工】63-64等级检查
11042	0	【打工】64-65等级检查
11043	0	【打工】65-66等级检查
11044	0	【打工】66-67等级检查
11045	0	【打工】67-68等级检查
11046	0	【打工】68-69等级检查
11047	0	【打工】69-70等级检查
11048	0	【打工】70-71等级检查
11049	0	【打工】71-72等级检查
11050	0	【打工】72-73等级检查
11051	0	【打工】73-74等级检查
11052	0	【打工】74-75等级检查
11053	0	【打工】75-76等级检查
11054	0	【打工】76-77等级检查
11055	0	【打工】77-78等级检查
11056	0	【打工】78-79等级检查
11057	0	【打工】79-80等级检查
11100	0	【声望】汤谷声望检查-友好
11101	0	【声望】汤谷声望检查-敬重
11102	0	【声望】雷泽声望检查-友好
11103	0	【声望】雷泽声望检查-敬重
11104	0	【声望】苇草商队声望检查-友好
11105	0	【声望】苇草商队声望检查-敬重
11106	0	【声望】流沙声望检查-友好
11107	0	【声望】流沙声望检查-敬重
11108	0	【声望】汤谷声望检查-崇敬
11109	0	【声望】雷泽声望检查-崇敬
11110	0	【声望】苇草商队声望检查-崇敬
11111	0	【声望】流沙声望检查-崇敬
11112	0	【声望】汤谷声望检查-尊敬
11113	0	【声望】雷泽声望检查-尊敬
11114	0	【声望】苇草商队声望检查-尊敬
11115	0	【声望】流沙声望检查-尊敬
11116	0	【声望】汤谷声望检查-中立
11117	0	【声望】雷泽声望检查-中立
11118	0	【声望】商队声望检查-中立
11119	0	【声望】流沙声望检查-中立
11120	0	【声望】太湖声望检查-友好
11121	0	【声望】太湖声望检查-敬重
11122	0	【声望】太湖声望检查-尊敬
11123	0	【声望】太湖声望检查-崇敬
11124	0	【声望】汤谷声望检查-崇敬
13000	0	大荒绝技占用13000-14999
13001	0	【技能学习】检查是否拥有50001号技能
13002	0	【技能学习】检查是否拥有50002号技能
13003	0	【技能学习】检查是否拥有50003号技能
13004	0	【技能学习】检查是否拥有50004号技能
13005	0	【技能学习】检查是否拥有50005号技能
13006	0	【技能学习】检查是否拥有50101号技能
13007	0	【技能学习】检查是否拥有50102号技能
13008	0	【技能学习】检查是否拥有50103号技能
13009	0	【技能学习】检查是否拥有50104号技能
13010	0	【技能学习】检查是否拥有50105号技能
13011	0	【技能学习】检查是否拥有50201号技能
13012	0	【技能学习】检查是否拥有50202号技能
13013	0	【技能学习】检查是否拥有50203号技能
13014	0	【技能学习】检查是否拥有50204号技能
13015	0	【技能学习】检查是否拥有50205号技能
13016	0	【技能学习】检查是否拥有50301号技能
13017	0	【技能学习】检查是否拥有50302号技能
13018	0	【技能学习】检查是否拥有50303号技能
13019	0	【技能学习】检查是否拥有50304号技能
13020	0	【技能学习】检查是否拥有50305号技能
13021	0	【技能学习】检查是否拥有50401号技能
13022	0	【技能学习】检查是否拥有50402号技能
13023	0	【技能学习】检查是否拥有50403号技能
13024	0	【技能学习】检查是否拥有50404号技能
13025	0	【技能学习】检查是否拥有50405号技能
13501	0	【技能学习】检查是否拥有51001号技能
13502	0	【技能学习】检查是否拥有51002号技能
13503	0	【技能学习】检查是否拥有51003号技能
13504	0	【技能学习】检查是否拥有51004号技能
13505	0	【技能学习】检查是否拥有51005号技能
13521	0	【技能学习】检查是否拥有51101号技能
13522	0	【技能学习】检查是否拥有51102号技能
13523	0	【技能学习】检查是否拥有51103号技能
13524	0	【技能学习】检查是否拥有51104号技能
13525	0	【技能学习】检查是否拥有51105号技能
13541	0	【技能学习】检查是否拥有51201号技能
13542	0	【技能学习】检查是否拥有51202号技能
13543	0	【技能学习】检查是否拥有51203号技能
13544	0	【技能学习】检查是否拥有51204号技能
13545	0	【技能学习】检查是否拥有51205号技能
13561	0	【技能学习】检查是否拥有51301号技能
13562	0	【技能学习】检查是否拥有51302号技能
13563	0	【技能学习】检查是否拥有51303号技能
13564	0	【技能学习】检查是否拥有51304号技能
13565	0	【技能学习】检查是否拥有51305号技能
13581	0	【技能学习】检查是否拥有51401号技能
13582	0	【技能学习】检查是否拥有51402号技能
13583	0	【技能学习】检查是否拥有51403号技能
13584	0	【技能学习】检查是否拥有51404号技能
13585	0	【技能学习】检查是否拥有51405号技能
13601	0	【技能学习】检查是否拥有52001号技能
13602	0	【技能学习】检查是否拥有52002号技能
13603	0	【技能学习】检查是否拥有52003号技能
13604	0	【技能学习】检查是否拥有52004号技能
13605	0	【技能学习】检查是否拥有52005号技能
13621	0	【技能学习】检查是否拥有52101号技能
13622	0	【技能学习】检查是否拥有52102号技能
13623	0	【技能学习】检查是否拥有52103号技能
13624	0	【技能学习】检查是否拥有52104号技能
13625	0	【技能学习】检查是否拥有52105号技能
13641	0	【技能学习】检查是否拥有52201号技能
13642	0	【技能学习】检查是否拥有52202号技能
13643	0	【技能学习】检查是否拥有52203号技能
13644	0	【技能学习】检查是否拥有52204号技能
13645	0	【技能学习】检查是否拥有52205号技能
13661	0	【技能学习】检查是否拥有52301号技能
13662	0	【技能学习】检查是否拥有52302号技能
13663	0	【技能学习】检查是否拥有52303号技能
13664	0	【技能学习】检查是否拥有52304号技能
13665	0	【技能学习】检查是否拥有52305号技能
13681	0	【技能学习】检查是否拥有52401号技能
13682	0	【技能学习】检查是否拥有52402号技能
13683	0	【技能学习】检查是否拥有52403号技能
13684	0	【技能学习】检查是否拥有52404号技能
13685	0	【技能学习】检查是否拥有52405号技能
13701	0	【技能学习】检查是否拥有53001号技能
13702	0	【技能学习】检查是否拥有53002号技能
13703	0	【技能学习】检查是否拥有53003号技能
13704	0	【技能学习】检查是否拥有53004号技能
13705	0	【技能学习】检查是否拥有53005号技能
13721	0	【技能学习】检查是否拥有50101号技能
13722	0	【技能学习】检查是否拥有53102号技能
13723	0	【技能学习】检查是否拥有53103号技能
13724	0	【技能学习】检查是否拥有53104号技能
13725	0	【技能学习】检查是否拥有53105号技能
13741	0	【技能学习】检查是否拥有53201号技能
13742	0	【技能学习】检查是否拥有53202号技能
13743	0	【技能学习】检查是否拥有53203号技能
13744	0	【技能学习】检查是否拥有53204号技能
13745	0	【技能学习】检查是否拥有53205号技能
13761	0	【技能学习】检查是否拥有53301号技能
13762	0	【技能学习】检查是否拥有53302号技能
13763	0	【技能学习】检查是否拥有53303号技能
13764	0	【技能学习】检查是否拥有53304号技能
13765	0	【技能学习】检查是否拥有53305号技能
13781	0	【技能学习】检查是否拥有53401号技能
13782	0	【技能学习】检查是否拥有53402号技能
13783	0	【技能学习】检查是否拥有53403号技能
13784	0	【技能学习】检查是否拥有53404号技能
13785	0	【技能学习】检查是否拥有53405号技能
14999	0	大荒绝技占用13000-15999
16000	0	【成就】占用16000-16999
16001	0	【成就】汤谷声望检查-友好
16002	1	【成就】装备制造1件武器-15级
16003	1	【成就】装备制造1件武器-30级
16004	1	【成就】装备制造1件武器-40级
16005	1	【成就】装备制造1件武器-50级
16006	1	【成就】装备制造1件武器-60级
16007	0	【成就】装备制造-15级
16008	0	【成就】装备制造-30级
16009	0	【成就】装备制造-40级
16010	0	【成就】装备制造-50级
16011	0	【成就】装备制造-60级
16012	0	【成就】装备强化-10级
16013	0	【成就】装备强化-15级
16014	0	【成就】装备强化-20级
16015	0	【成就】装备强化-25级
16016	0	【成就】装备强化-30级
16017	0	【成就】装备强化-35级
16018	0	【成就】装备强化-40级
16019	0	【成就】装备强化-45级
16020	0	【成就】装备强化-50级
16021	0	【成就】装备强化-55级
16022	0	【成就】装备强化-60级
16023	0	【成就】装备强化-65级
16024	0	【成就】装备全部白色饰品
16025	0	【成就】装备全部绿色饰品
16026	0	【成就】装备全部蓝色饰品
16027	0	【成就】装备全部紫色饰品
16028	0	【成就】装备全部橙色饰品
16029	1	【成就】装备1件白色饰品
16030	1	【成就】装备1件绿色饰品
16031	1	【成就】装备1件蓝色饰品
16032	1	【成就】装备1件紫色饰品
16033	1	【成就】装备1件橙色饰品
16034	0	【成就】装备全部饰品且大于等于30级
16035	0	【成就】装备全部饰品且大于等于40级
16036	0	【成就】装备全部饰品且大于等于50级
16037	0	【成就】装备全部饰品且大于等于60级
16038	0	【成就】法宝-装备1件法宝（白）
16039	0	【成就】法宝-装备1件法宝（绿）
16040	0	【成就】法宝-装备1件法宝（蓝）
16041	0	【成就】法宝-装备1件法宝（紫）
16042	0	【成就】法宝-装备1件50级法宝
16043	0	【成就】法宝-法宝上有一个低级技能
16044	0	【成就】法宝-法宝上有一个中级级技能
16045	0	【成就】法宝-法宝上有4个技能
16046	0	【成就】1个神功
16047	0	【成就】3个神功
16048	0	【成就】5个神功
16049	0	【成就】激活1层天赋
16050	0	【成就】激活5层天赋
16051	0	【成就】激活7层天赋
16052	0	【成就】激活9层天赋
16053	0	【成就】激活10层天赋
16054	0	【成就】激活12层天赋
16055	0	【成就】激活14层天赋
16056	0	【成就】英雄斩1-1
16057	0	【成就】英雄斩第一章
16058	0	【成就】英雄斩2-1
16059	0	【成就】英雄斩2-5
16060	0	【成就】英雄斩第2章
16061	0	【成就】英雄斩第3章
16062	0	【成就】英雄斩第4章
16063	0	【成就】英雄斩第5章
16064	0	【成就】英雄斩第6章
16065	0	【成就】英雄斩第7章
16066	0	【成就】英雄斩第8章
16067	0	【成就】英雄斩第9章（预留）
16068	0	【成就】英雄斩第10章（预留）
16069	0	【成就】英雄斩第11章（预留）
16070	0	【成就】英雄斩第12章（预留）
16071	0	【成就】战斗力1（1500）
16072	0	【成就】战斗力2（2500）
16073	0	【成就】战斗力3（4000）
16074	0	【成就】战斗力4（7200）
16075	0	【成就】战斗力5（12000）
16076	0	【成就】战斗力6（16000）
16077	0	【成就】战斗力7（21000）
16078	0	【成就】战斗力8（40000）
16079	0	【成就】战斗力9（60000）
16080	0	【成就】战斗力10（10000）
16081	0	【成就】战斗力11（）（预留）
16082	0	【成就】战斗力12（）（预留）
16083	0	【成就】战斗力13（）（预留）
16084	0	【成就】战斗力14（）（预留）
16085	0	【成就】战斗力15（）（预留）
16086	0	【成就】神兽-装备白色神兽
16087	0	【成就】神兽-装备绿色神兽
16088	0	【成就】神兽-装备蓝色神兽
16089	0	【成就】神兽-装备紫色神兽
16090	0	【成就】神兽-装备橙色神兽
16091	0	【成就】神兽-龙马
16092	0	【成就】神兽-巨人
16093	0	【成就】神兽-神兽核心技能
16094	0	【成就】帮会-加入帮会
16095	0	【成就】帮会-领取一次帮会工资
16096	0	【成就】帮会-参加一次帮会COC
16097	0	【成就】帮会-参加一次帮会COC并胜利
16098	0	【成就】社交-与任意好友亲密度大于200
16099	0	【成就】社交-与任意好友亲密度大于400
16100	0	【成就】社交-与任意好友亲密度大于700
16101	0	【成就】大荒绝技-蓝色
16102	0	【成就】大荒绝技-紫色
16103	0	【成就】进阶修炼-3级
16104	0	【成就】进阶修炼-5级
16105	0	【成就】进阶修炼-10级
16106	0	【成就】帮会修炼-5级
16107	0	【成就】帮会修炼-10级
16108	0	【成就】帮会修炼-15级
16109	0	【成就】帮会修炼-20级
16110	0	【成就】帮会修炼-25级
