itemid	des	nameid	desid	type	subtype	level	vocation	sex	minlevel	maxlevel	maxnum	limitunm	usecount	ruleid	skillid	skilluserdata	buybackprice	buybackprice_bindgold	sellprice	sellprice_bindgold	lootresid	commoncheckgroupid	validtime	invalidtime	validtime_mode	offline_time_mode	broadcasttype0	broadcastmode0	broadcastid0	broadcastrepeat0	broadcastparam0	soundindex	icon
913	30级染发剂·黄	20000913	21000913	9	0	4	63	0	-1	-1	1	0	1	10	-1	0	0	3	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.DecAsisDS_15
914	30级染发剂·碧	20000914	21000914	9	0	4	63	0	-1	-1	1	0	1	10	-1	0	0	3	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.DecAsisDS_15
915	30级染发剂·蓝	20000915	21000915	9	0	4	63	0	-1	-1	1	0	1	10	-1	0	0	3	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.DecAsisDS_15
916	30级染发剂·紫	20000916	21000916	9	0	4	63	0	-1	-1	1	0	1	10	-1	0	0	3	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.DecAsisDS_15
917	30级染发剂·玄	20000917	21000917	9	0	4	63	0	-1	-1	1	0	1	10	-1	0	0	3	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.DecAsisDS_15
918	30级染发剂·素	20000918	21000918	9	0	4	63	0	-1	-1	1	0	1	10	-1	0	0	3	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.DecAsisDS_15
952	武道会第四	10003330	21000952	2	0	5	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5959	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
953	武道会第三	10003329	21000953	2	0	5	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5960	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
954	武道会第二	10003328	21000954	2	0	5	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5961	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
955	武道会第一	10003327	21000955	2	0	5	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5962	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
956	独步大荒	10003322	21000956	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5963	-1	-1	-1	0	2	2	40110225	1	1	0	Item/Material.peimu
957	昭武太尉	10003321	21000957	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5964	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
958	镇军将军	10003320	21000958	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5965	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
959	肝胆相照	10003319	21000959	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5966	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
960	绝世搭档	10003318	21000960	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5967	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
961	珠光宝气	10003317	21000961	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5968	-1	-1	-1	0	2	2	40110223	1	1	0	Item/Material.peimu
962	绝世神兵	10003316	21000962	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5969	-1	-1	-1	0	2	2	40110224	1	1	0	Item/Material.peimu
963	万夫莫敌	10003315	21000963	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5970	-1	-1	-1	0	2	2	40110226	1	1	0	Item/Material.peimu
964	云麾将军	10003314	21000964	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5971	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
965	龙天将军	10003313	21000965	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5972	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
966	逍遥小神	10003312	21000966	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5973	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
967	典军校尉	10003311	21000967	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5974	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
968	风雷都尉	10003310	21000968	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5975	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
969	嗜武成痴	10003309	21000969	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5976	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
970	虎贲参将	10003308	21000970	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5977	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
971	技冠群雄	10003307	21000971	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5978	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
972	锋芒毕露	10003306	21000972	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5979	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
973	实力不凡	10003305	21000973	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5980	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
974	武术常侍	10003304	21000974	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5981	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
975	小有所成	10003303	21000975	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5982	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
976	进步神速	10003302	21000976	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5983	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
977	冉冉新星	10003301	21000977	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5984	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
978	逗比称号	10003299	21000978	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5985	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
979	打造图礼包	20000979	21000979	2	0	4	63	0	-1	-1	1	0	1	36	-1	0	0	2	0	1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
980	首测新手礼包	20000980	21000980	2	0	5	63	0	1	-1	1	0	1	36	-1	0	0	0	0	0	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
981	内测时装礼包	20000981	21000981	2	0	4	63	0	-1	-1	1	0	1	36	-1	0	0	2	0	1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
982	金牌称号	10003021	21000982	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.dh_j
983	银牌称号	10003022	21000983	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5998	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.dh_y
984	流沙称号	10003224	21000984	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5986	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
985	巨木称号	10003223	21000985	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5987	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
986	雷泽称号	10003222	21000986	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5988	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
987	汤谷称号	10003221	21000987	2	0	4	63	0	-1	-1	1	0	1	39	-1	0	0	2	0	1	105	5989	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
988	优胜礼盒	20000988	41000337	2	0	4	63	0	-1	-1	1	0	1	36	-1	0	0	2	0	1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure03
989	季军礼盒	20000989	41000336	2	0	4	63	0	-1	-1	1	0	1	36	-1	0	0	2	0	1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure03
990	亚军礼盒	20000990	41000335	2	0	4	63	0	-1	-1	1	0	1	36	-1	0	0	2	0	1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure03
991	冠军礼盒	20000991	41000338	2	0	4	63	0	-1	-1	1	0	1	36	-1	0	0	2	0	1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure03
992	季军称号	10003077	41000332	2	0	4	63	0	-1	-1	1	0	1	46	-1	0	0	2	0	1	105	5992	-1	-1	-1	0	2	2	40110220	1	1	0	Item/Material.peimu
993	亚军称号	10003078	41000333	2	0	4	63	0	-1	-1	1	0	1	46	-1	0	0	2	0	1	105	5991	-1	-1	-1	0	2	2	40110221	1	1	0	Item/Material.peimu
994	冠军称号	10003079	41000334	2	0	4	63	0	-1	-1	1	0	1	46	-1	0	0	2	0	1	105	5990	-1	-1	-1	0	2	2	40110222	1	1	0	Item/Material.peimu
995	白银称号道具	10003071	41000327	2	0	4	63	0	-1	-1	1	0	1	46	-1	0	0	2	0	1	105	5997	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
996	黄金称号道具	10003072	41000328	2	0	4	63	0	-1	-1	1	0	1	46	-1	0	0	2	0	1	105	5996	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
997	白金称号道具	10003073	41000329	2	0	4	63	0	-1	-1	1	0	1	46	-1	0	0	2	0	1	105	5995	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
998	钻石称号道具	10003074	41000330	2	0	4	63	0	-1	-1	1	0	1	46	-1	0	0	2	0	1	105	5994	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
999	王者称号道具	10003075	41000331	2	0	4	63	0	-1	-1	1	0	1	46	-1	0	0	2	0	1	105	5993	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.peimu
1000	异火火种(测试)	20000005	40130391	1	0	1	0	0	1	-1	1	99	-1	1	5000	0	0	0	0	0	105	229	-1	-1	-1	0	0	0	0	0	0	0	DJ_006
1100	(废弃)新手送的绑定药品	20001100	21001101	1	0	1	63	0	1	-1	99	0	-1	5	308	0	0	2	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.CM21
1101	(废弃)1级商店药	20001101	21001101	1	0	1	63	0	1	-1	99	0	-1	5	308	0	0	7	0	6	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.CM21
1102	1级商店药	20001102	21001102	1	0	1	63	0	1	-1	99	0	-1	5	308	0	0	18	0	17	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.CM22
1103	20级商店药	20001103	21001103	1	0	1	63	0	20	-1	99	0	-1	5	308	0	0	88	0	87	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.CM23
1104	30级商店药	20001104	21001104	1	0	1	63	0	30	-1	99	0	-1	5	308	0	0	185	0	184	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.CM24
1105	40级商店药	20001105	21001105	1	0	1	63	0	40	-1	99	0	-1	5	308	0	0	294	0	293	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.CM25
1106	50级商店药	20001106	21001106	1	0	1	63	0	50	-1	99	0	-1	5	308	0	0	543	0	542	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.CM26
1107	60级商店药	20001107	21001107	1	0	1	63	0	60	-1	99	0	-1	5	308	0	0	868	0	867	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.CM27
1108	50级商店药[暂未启用]	20001108	21001108	1	0	1	63	0	50	-1	99	0	-1	5	308	0	0	548	0	547	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.CM28
1109	55级商店药[暂未启用]	20001109	21001109	1	0	1	63	0	55	-1	99	0	-1	5	308	0	0	593	0	592	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.CM29
1201	10级普通药品	99999997	99999997	1	0	1	63	0	5	-1	99	0	-1	0	308	0	0	18	0	17	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.cpzxs
1202	20级普通药品	20001202	21001202	1	0	2	63	0	20	-1	99	0	-1	1	308	0	0	72	0	71	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.lqzxs
1203	30级普通药品	20001203	40141603	1	0	2	63	0	30	-1	99	0	-1	0	308	0	0	142	0	141	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.lkzxs
1204	40级普通药品	20001204	40141604	1	0	3	63	0	40	-1	99	0	-1	0	308	0	0	488	0	487	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.wtzxs
1205	50级普通药品	20001205	40141605	1	0	3	63	0	50	-1	99	0	-1	0	308	0	0	883	0	882	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.lxzxs
1206	60级普通药品	20001206	40141606	1	0	4	63	0	60	-1	99	0	-1	0	308	0	0	1451	0	1450	105	229	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.blzxs
1207	(废弃)55级普通药	20001207	40141607	1	0	4	63	0	55	-1	99	0	-1	10	308	0	0	1974	0	1973	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.cczxs
1221	（废弃）10级攻击药品	20001221	40141621	1	0	2	63	0	10	-1	99	0	-1	0	-1	0	0	67	0	66	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.cptls
1222	（废弃）20级攻击药品	20001222	40141622	1	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	143	0	142	105	8501	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.lqtls
1223	（废弃）30级攻击药品	20001223	40141623	1	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	340	0	339	105	8502	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.lktls
1224	（废弃）40级攻击药品	20001224	40141624	1	0	2	63	0	40	-1	99	0	-1	0	-1	0	0	847	0	846	105	8503	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.wttls
1225	（废弃）50级攻击药品	20001225	40141625	1	0	2	63	0	50	-1	99	0	-1	0	-1	0	0	1765	0	1764	105	8504	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.lxtls
1226	（废弃）60级攻击药品	20001226	40141626	1	0	2	63	0	60	-1	99	0	-1	0	-1	0	0	3164	0	3163	105	8505	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.bltls
1227	(废弃)55级攻击药	20001227	40141627	1	0	2	63	0	55	-1	99	0	-1	10	-1	0	0	44488	0	44487	105	8506	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.cctls
1241	（废弃）10级金攻药品	20001241	21001241	1	0	2	63	0	10	-1	99	0	-1	0	-1	0	0	67	0	66	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.lhmjs
1242	20级金攻药品	20001242	40141642	1	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	143	0	142	105	8510	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.fhmjs
1243	30级金攻药品	20001243	40141643	1	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	340	0	339	105	8511	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.xlmjs
1244	40级金攻药品	20001244	40141644	1	0	2	63	0	40	-1	99	0	-1	0	-1	0	0	847	0	846	105	8512	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.jbmjs
1245	50级金攻药品	20001245	40141645	1	0	2	63	0	50	-1	99	0	-1	0	-1	0	0	1765	0	1764	105	8513	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.dlmjs
1246	60级金攻药品	20001246	40141646	1	0	2	63	0	60	-1	99	0	-1	0	-1	0	0	3164	0	3163	105	8514	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.jjmjs
1247	(废弃)55级金攻药	20001247	40141647	1	0	2	63	0	55	-1	99	0	-1	10	-1	0	0	44488	0	44487	105	8515	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.wymjs
1251	（废弃）10级木攻药品	20001251	21001251	1	0	2	63	0	10	-1	99	0	-1	0	-1	0	0	67	0	66	105	-1	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.xfbys
1252	20级木攻药品	20001252	40141652	1	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	143	0	142	105	8519	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.dcbys
1253	30级木攻药品	20001253	40141653	1	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	340	0	339	105	8520	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.lxbys
1254	40级木攻药品	20001254	40141654	1	0	2	63	0	40	-1	99	0	-1	0	-1	0	0	847	0	846	105	8521	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.qzbys
1255	50级木攻药品	20001255	40141655	1	0	2	63	0	50	-1	99	0	-1	0	-1	0	0	1765	0	1764	105	8522	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.bgbys
1256	60级木攻药品	20001256	40141656	1	0	2	63	0	60	-1	99	0	-1	0	-1	0	0	3164	0	3163	105	8523	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.gtbys
1261	（废弃）10级水攻药品	20001261	21001261	1	0	2	63	0	10	-1	99	0	-1	0	-1	0	0	67	0	66	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.sxhbs
1262	20级水攻药品	20001262	40141662	1	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	143	0	142	105	8528	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.slhbs
1263	30级水攻药品	20001263	40141663	1	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	340	0	339	105	8529	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.mxhbs
1264	40级水攻药品	20001264	40141664	1	0	2	63	0	40	-1	99	0	-1	0	-1	0	0	847	0	846	105	8530	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.bshbs
1265	50级水攻药品	20001265	40141665	1	0	2	63	0	50	-1	99	0	-1	0	-1	0	0	1765	0	1764	105	8531	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.zthbs
1266	60级水攻药品	20001266	40141666	1	0	2	63	0	60	-1	99	0	-1	0	-1	0	0	3164	0	3163	105	8532	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.yjhbs
1267	(废弃)55级水攻药	20001267	40141667	1	0	2	63	0	55	-1	99	0	-1	10	-1	0	0	44488	0	44487	105	8533	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.lyhbs
1271	（废弃）10级火攻药品	20001271	21001271	1	0	2	63	0	10	-1	99	0	-1	0	-1	0	0	67	0	66	105	-1	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.yzfys
1272	20级火攻药品	20001272	40141672	1	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	143	0	142	105	8537	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.fjfys
1273	30级火攻药品	20001273	40141673	1	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	340	0	339	105	8538	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.ncfys
1274	40级火攻药品	20001274	40141674	1	0	2	63	0	40	-1	99	0	-1	0	-1	0	0	847	0	846	105	8539	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.dxfys
1275	50级火攻药品	20001275	40141675	1	0	2	63	0	50	-1	99	0	-1	0	-1	0	0	1765	0	1764	105	8540	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.dnfys
1276	60级火攻药品	20001276	40141676	1	0	2	63	0	60	-1	99	0	-1	0	-1	0	0	3164	0	3163	105	8541	-1	0	-1	0	0	0	0	0	0	0	Item/Medicines.zqfys
1281	（废弃）10级土攻药品	20001281	21001281	1	0	2	63	0	10	-1	99	0	-1	0	-1	0	0	67	0	66	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.dffss
1282	20级土攻药品	20001282	40141682	1	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	143	0	142	105	8546	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.hwfss
1283	30级土攻药品	20001283	40141683	1	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	340	0	339	105	8547	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.dhfss
1284	40级土攻药品	20001284	40141684	1	0	2	63	0	40	-1	99	0	-1	0	-1	0	0	847	0	846	105	8548	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.gzfss
1285	50级土攻药品	20001285	40141685	1	0	2	63	0	50	-1	99	0	-1	0	-1	0	0	1765	0	1764	105	8549	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.hlfss
1286	60级土攻药品	20001286	40141686	1	0	2	63	0	60	-1	99	0	-1	0	-1	0	0	3164	0	3163	105	8550	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.xyfss
1287	(废弃)55级土攻药	20001287	40141687	1	0	2	63	0	55	-1	99	0	-1	10	-1	0	0	44488	0	44487	105	8551	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.jffss
1302	20级体力药品	20001302	21001302	1	0	2	63	0	20	-1	99	0	1	1	-1	0	0	178	0	177	105	8555	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.fhmjs
1303	30级体力药品	20001303	21001303	1	0	2	63	0	30	-1	99	0	1	0	-1	0	0	354	0	353	105	8556	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.xlmjs
1304	40级体力药品	20001304	21001304	1	0	3	63	0	40	-1	99	0	1	0	-1	0	0	1218	0	1217	105	8557	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.jbmjs
1305	50级体力药品	20001305	21001305	1	0	3	63	0	50	-1	99	0	1	0	-1	0	0	2206	0	2205	105	8558	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.dlmjs
1306	60级体力药品	20001306	21001306	1	0	4	63	0	60	-1	99	0	1	0	-1	0	0	3625	0	3624	105	8559	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.jjmjs
1322	20级怒气药品	20001322	21001322	1	0	2	63	0	20	-1	99	0	1	1	-1	0	0	178	0	177	105	8564	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.fjfys
1323	30级怒气药品	20001323	21001323	1	0	2	63	0	30	-1	99	0	1	0	-1	0	0	354	0	353	105	8564	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.ncfys
1324	40级怒气药品	20001324	21001324	1	0	3	63	0	40	-1	99	0	1	0	-1	0	0	1218	0	1217	105	8564	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.dxfys
1325	50级怒气药品	20001325	21001325	1	0	3	63	0	50	-1	99	0	1	0	-1	0	0	2206	0	2205	105	8564	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.dnfys
1326	60级怒气药品	20001326	21001326	1	0	4	63	0	60	-1	99	0	1	0	-1	0	0	3625	0	3624	105	8564	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.zqfys
1501	(废弃)20级小经验丹	20001501	21001501	10	0	2	63	0	20	-1	99	0	-1	10	-1	0	0	2809	0	2808	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.gld
1502	(废弃)30级小经验丹	20001502	21001502	10	0	2	63	0	30	-1	99	0	-1	10	-1	0	0	6234	0	6233	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.hxd
1503	(废弃)35级小经验丹	20001503	21001503	10	0	2	63	0	35	-1	99	0	-1	10	-1	0	0	8885	0	8884	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.lxd
1504	(废弃)40级小经验丹	20001504	21001504	10	0	2	63	0	40	-1	99	0	-1	10	-1	0	0	11742	0	11741	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.dld
1505	(废弃)45级小经验丹	20001505	21001505	10	0	2	63	0	45	-1	99	0	-1	10	-1	0	0	15175	0	15174	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.bld
1506	(废弃)50级小经验丹	20001506	21001506	10	0	2	63	0	50	-1	99	0	-1	10	-1	0	0	18183	0	18182	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.yyd
1507	(废弃)55级小经验丹	20001507	21001507	10	0	2	63	0	55	-1	99	0	-1	10	-1	0	0	19683	0	19682	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.qkd
1521	（废弃）5级大经验丹	20001521	21001521	10	0	1	63	0	5	-1	99	0	-1	0	-1	0	0	105	0	104	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.glsnd
1522	20级大经验丹	20001522	21001522	10	0	2	63	0	20	-1	99	0	-1	0	-1	0	0	444	0	443	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.hxsnd
1523	30级大经验丹	20001523	21001523	10	0	2	63	0	30	-1	99	0	-1	0	-1	0	0	884	0	883	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.lxsnd
1524	40级大经验丹	20001524	21001524	10	0	3	63	0	40	-1	99	0	-1	0	-1	0	0	3043	0	3042	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.dlsnd
1525	50级大经验丹	20001525	21001525	10	0	3	63	0	50	-1	99	0	-1	0	-1	0	0	5514	0	5513	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.blsnd
1526	60级大经验丹	20001526	21001526	10	0	4	63	0	60	-1	99	0	-1	0	-1	0	0	9061	0	9060	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.yysnd
1527	70级大经验丹	20001527	21001527	10	0	4	63	0	70	-1	99	0	-1	10	-1	0	0	12333	0	12332	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.qksnd
1528	(尚未启用)80级大经验丹	20001528	21001528	10	0	5	63	0	80	-1	99	0	-1	10	-1	0	0	2	0	1	105	8060	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.qksnd
1601	1级普通鱼饵	20001601	21001601	0	0	2	63	0	1	-1	99	0	-1	5	-1	0	0	8	0	7	105	815	-1	-1	-1	0	0	0	0	0	0	0	Item/Yuer.wotou
1602	2级普通鱼饵	20001602	21001602	0	0	2	63	0	20	-1	99	0	-1	5	-1	0	0	16	0	15	105	816	-1	-1	-1	0	0	0	0	0	0	0	Item/Yuer.mifan
1603	3级普通鱼饵	20001603	21001603	0	0	2	63	0	30	-1	99	0	-1	5	-1	0	0	22	0	21	105	817	-1	-1	-1	0	0	0	0	0	0	0	Item/Yuer.mantou
1604	4级普通鱼饵	20001604	21001604	0	0	2	63	0	40	-1	99	0	-1	5	-1	0	0	28	0	27	105	818	-1	-1	-1	0	0	0	0	0	0	0	Item/Yuer.feibing
1605	5级普通鱼饵	20001605	21001605	0	0	2	63	0	50	-1	99	0	-1	5	-1	0	0	34	0	33	105	819	-1	-1	-1	0	0	0	0	0	0	0	Item/Yuer.bl2
1606	6级普通鱼饵	20001606	21001606	0	0	2	63	0	60	-1	99	0	-1	5	-1	0	0	41	0	40	105	820	-1	-1	-1	0	0	0	0	0	0	0	Item/Yuer.yplcangeng
