GroupIdx	ID	Des	ConditionName	ParamString	CmpType	SuccResult	FailResult	IsNot	FailTip
813	0		SDCondition	797	0	0	0	0	0
813	1		SDCheckAbilityLevel	0,6	1	0	0	0	40013001
813	2		SDCheckAreaAttrbuite	0,6	3	0	0	0	40013002
813	3		SDCondition	799	0	0	0	0	0
813	4		SDCheckFishBuffVp	1012	0	0	0	0	40140403
814	0		SDCondition	797	0	0	0	0	0
814	1		SDCheckAbilityLevel	0,7	1	0	0	0	40013001
814	2		SDCheckAreaAttrbuite	0,7	3	0	0	0	40013002
814	3		SDCondition	799	0	0	0	0	0
814	4		SDCheckFishBuffVp	1012	0	0	0	0	40140403
815	0		SDCondition	797	0	0	0	0	0
815	1		SDCheckAbilityLevel	0,1	1	0	0	0	40013001
815	2		SDCheckAreaAttrbuite	0,1	3	0	0	0	40013002
815	3		SDCondition	798	0	0	0	0	0
815	4		SDCheckFishBuffVp	1011	0	0	0	0	40140403
815	5		SDCondition	229	0	0	0	0	0
816	0		SDCondition	797	0	0	0	0	0
816	1		SDCheckAbilityLevel	0,2	1	0	0	0	40013001
816	2		SDCheckAreaAttrbuite	0,2	3	0	0	0	40013002
816	3		SDCondition	798	0	0	0	0	0
816	4		SDCheckFishBuffVp	1011	0	0	0	0	40140403
816	5		SDCondition	229	0	0	0	0	0
817	0		SDCondition	797	0	0	0	0	0
817	1		SDCheckAbilityLevel	0,3	1	0	0	0	40013001
817	2		SDCheckAreaAttrbuite	0,3	3	0	0	0	40013002
817	3		SDCondition	798	0	0	0	0	0
817	4		SDCheckFishBuffVp	1011	0	0	0	0	40140403
817	5		SDCondition	229	0	0	0	0	0
818	0		SDCondition	797	0	0	0	0	0
818	1		SDCheckAbilityLevel	0,4	1	0	0	0	40013001
818	2		SDCheckAreaAttrbuite	0,4	3	0	0	0	40013002
818	3		SDCondition	798	0	0	0	0	0
818	4		SDCheckFishBuffVp	1011	0	0	0	0	40140403
818	5		SDCondition	229	0	0	0	0	0
819	0		SDCondition	797	0	0	0	0	0
819	1		SDCheckAbilityLevel	0,5	1	0	0	0	40013001
819	2		SDCheckAreaAttrbuite	0,5	3	0	0	0	40013002
819	3		SDCondition	798	0	0	0	0	0
819	4		SDCheckFishBuffVp	1011	0	0	0	0	40140403
819	5		SDCondition	229	0	0	0	0	0
820	0		SDCondition	797	0	0	0	0	0
820	1		SDCheckAbilityLevel	0,6	1	0	0	0	40013001
820	2		SDCheckAreaAttrbuite	0,6	3	0	0	0	40013002
820	3		SDCondition	798	0	0	0	0	0
820	4		SDCheckFishBuffVp	1011	0	0	0	0	40140403
820	5		SDCondition	229	0	0	0	0	0
821	0		SDCondition	797	0	0	0	0	0
821	1		SDCheckAbilityLevel	0,7	1	0	0	0	40013001
821	2		SDCheckAreaAttrbuite	0,7	3	0	0	0	40013002
821	3		SDCondition	798	0	0	0	0	0
821	4		SDCheckFishBuffVp		0	0	0	0	40140403
821	5		SDCondition	229	0	0	0	0	0
827	0	不能有暗色鱼漂buff	SDCheckBuffID	1022	4	0	0	1	40013017
827	1		SDCheckBuffLayerCount	1023,6	2	0	0	0	40013004
828	0	不能有反光鱼漂buff	SDCheckBuffID	1021	4	0	0	1	40013017
828	1		SDCheckBuffLayerCount	1021,6	2	0	0	0	40013004
829	0	不能有暗色鱼漂buff	SDCheckBuffID	1022	4	0	0	1	40013017
829	1		SDCheckBuffLayerCount	1022,6	2	0	0	0	40013004
830	0		SDCheckBuffState	57	0	0	0	0	40013019
830	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
830	2		SDCheckAbilityLevel	0,4	1	0	0	0	40013001
830	3		SDCheckAreaAttrbuite	0,4	3	0	0	0	40013002
830	4		SDCondition	828	0	0	0	0	0
831	0		SDCheckBuffState	57	0	0	0	0	40013019
831	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
831	2		SDCheckAbilityLevel	0,5	1	0	0	0	40013001
831	3		SDCheckAreaAttrbuite	0,5	3	0	0	0	40013002
831	4		SDCondition	828	0	0	0	0	0
832	0		SDCheckBuffState	57	0	0	0	0	40013019
832	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
832	2		SDCheckAbilityLevel	0,6	1	0	0	0	40013001
832	3		SDCheckAreaAttrbuite	0,6	3	0	0	0	40013002
832	4		SDCondition	828	0	0	0	0	0
833	0		SDCheckBuffState	57	0	0	0	0	40013019
833	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
833	2		SDCheckAbilityLevel	0,7	1	0	0	0	40013001
833	3		SDCheckAreaAttrbuite	0,7	3	0	0	0	40013002
833	4		SDCondition	828	0	0	0	0	0
840	0		SDCheckBuffState	57	0	0	0	0	40013019
840	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
840	2		SDCheckAbilityLevel	0,4	1	0	0	0	40013001
840	3		SDCheckAreaAttrbuite	0,4	3	0	0	0	40013002
840	4		SDCondition	829	0	0	0	0	0
841	0		SDCheckBuffState	57	0	0	0	0	40013019
841	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
841	2		SDCheckAbilityLevel	0,5	1	0	0	0	40013001
841	3		SDCheckAreaAttrbuite	0,5	3	0	0	0	40013002
841	4		SDCondition	829	0	0	0	0	0
842	0		SDCheckBuffState	57	0	0	0	0	40013019
842	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
842	2		SDCheckAbilityLevel	0,6	1	0	0	0	40013001
842	3		SDCheckAreaAttrbuite	0,6	3	0	0	0	40013002
842	4		SDCondition	829	0	0	0	0	0
843	0		SDCheckBuffState	57	0	0	0	0	40013019
843	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
843	2		SDCheckAbilityLevel	0,7	1	0	0	0	40013001
843	3		SDCheckAreaAttrbuite	0,7	3	0	0	0	40013002
843	4		SDCondition	829	0	0	0	0	0
850	0	获得捕虫技能	SDCheckAbilityLevel	1,0	0	0	0	0	40013008
851	0	获得捕虫技能	SDCheckAbilityLevel	1,0	0	0	0	0	40013008
851	1	捕虫等级检查	SDCheckAbilityLevel	1,2	1	0	0	0	40013112
852	0	获得捕虫技能	SDCheckAbilityLevel	1,0	0	0	0	0	40013008
852	1	捕虫等级检查	SDCheckAbilityLevel	1,3	1	0	0	0	40013113
853	0	获得捕虫技能	SDCheckAbilityLevel	1,0	0	0	0	0	40013008
853	1	捕虫等级检查	SDCheckAbilityLevel	1,4	1	0	0	0	40013114
854	0	获得捕虫技能	SDCheckAbilityLevel	1,0	0	0	0	0	40013008
854	1	捕虫等级检查	SDCheckAbilityLevel	1,5	1	0	0	0	40013115
855	0	获得捕虫技能	SDCheckAbilityLevel	1,0	0	0	0	0	40013008
855	1	捕虫等级检查	SDCheckAbilityLevel	1,6	1	0	0	0	40013116
856	0	获得捕虫技能	SDCheckAbilityLevel	1,0	0	0	0	0	40013008
856	1	捕虫等级检查	SDCheckAbilityLevel	1,7	1	0	0	0	40013117
860	0	采药等级检查	SDCheckAbilityLevel	2,0	0	0	0	0	40013009
861	0	采药等级检查	SDCheckAbilityLevel	2,0	0	0	0	0	40013009
861	1	获得采药技能	SDCheckAbilityLevel	2,2	1	0	0	0	40013122
862	0	采药等级检查	SDCheckAbilityLevel	2,0	0	0	0	0	40013009
862	1	获得采药技能	SDCheckAbilityLevel	2,3	1	0	0	0	40013123
863	0	采药等级检查	SDCheckAbilityLevel	2,0	0	0	0	0	40013009
863	1	获得采药技能	SDCheckAbilityLevel	2,4	1	0	0	0	40013124
864	0	采药等级检查	SDCheckAbilityLevel	2,0	0	0	0	0	40013009
864	1	获得采药技能	SDCheckAbilityLevel	2,5	1	0	0	0	40013125
865	0	采药等级检查	SDCheckAbilityLevel	2,0	0	0	0	0	40013009
865	1	获得采药技能	SDCheckAbilityLevel	2,6	1	0	0	0	40013126
866	0	采药等级检查	SDCheckAbilityLevel	2,0	0	0	0	0	40013009
866	1	获得采药技能	SDCheckAbilityLevel	2,7	1	0	0	0	40013127
870	0		SDCheckBuffState	57	0	0	0	0	40013019
870	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
870	2		SDCheckAbilityLevel	0,2	1	0	0	0	40013001
870	3		SDCheckAreaAttrbuite	0,2	3	0	0	0	40013002
870	4		SDCondition	827	0	0	0	0	0
871	0		SDCheckBuffState	57	0	0	0	0	40013019
871	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
871	2		SDCheckAbilityLevel	0,3	1	0	0	0	40013001
871	3		SDCheckAreaAttrbuite	0,3	3	0	0	0	40013002
871	4		SDCondition	827	0	0	0	0	0
872	0		SDCheckBuffState	57	0	0	0	0	40013019
872	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
872	2		SDCheckAbilityLevel	0,4	1	0	0	0	40013001
872	3		SDCheckAreaAttrbuite	0,4	3	0	0	0	40013002
872	4		SDCondition	827	0	0	0	0	0
873	0		SDCheckBuffState	57	0	0	0	0	40013019
873	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
873	2		SDCheckAbilityLevel	0,5	1	0	0	0	40013001
873	3		SDCheckAreaAttrbuite	0,5	3	0	0	0	40013002
873	4		SDCondition	827	0	0	0	0	0
874	0		SDCheckBuffState	57	0	0	0	0	40013019
874	1		SDCheckAreaAttrbuite	0,-1	0	0	0	0	40013003
874	2		SDCheckAbilityLevel	0,6	1	0	0	0	40013001
874	3		SDCheckAreaAttrbuite	0,6	3	0	0	0	40013002
874	4		SDCondition	827	0	0	0	0	0
901	0		SDCheckHasSkill	17	0	0	0	1	40300336
902	0		SDCheckHasSkill	16	0	0	0	1	40300336
903	0		SDCheckHasSkill	21	0	0	0	1	40300336
904	0		SDCheckHasSkill	15	0	0	0	1	40300336
905	0		SDCheckHasSkill	18	0	0	0	1	40300336
906	0		SDCheckHasSkill	194	0	0	0	1	40300336
906	1		SDCheckHasSkill	195	0	0	0	1	0
906	2		SDCheckHasSkill	198	0	0	0	1	0
906	3		SDCheckHasSkill	199	0	0	0	1	0
907	0		SDCheckHasSkill	196	0	0	0	1	40300336
907	1		SDCheckHasSkill	197	0	0	0	1	0
908	0		SDCheckHasSkill	191	0	0	0	1	40300336
908	1		SDCheckHasSkill	192	0	0	0	1	0
921	0		SDCheckHasSkill	350	0	0	0	1	40300336
922	0		SDCheckHasSkill	351	0	0	0	1	40300336
922	1		SDCheckHasSkill	352	0	0	0	1	0
923	0		SDCheckHasSkill	353	0	0	0	1	40300336
923	1		SDCheckHasSkill	359	0	0	0	1	0
924	0		SDCheckHasSkill	354	0	0	0	1	40300336
925	0		SDCheckHasSkill	242	0	0	0	1	40300336
926	0		SDCheckHasSkill	202	0	0	0	1	40300336
926	1		SDCheckHasSkill	203	0	0	0	1	0
926	2		SDCheckHasSkill	205	0	0	0	1	0
926	3		SDCheckHasSkill	206	0	0	0	1	0
927	0		SDCheckHasSkill	366	0	0	0	1	40300336
927	1		SDCheckHasSkill	367	0	0	0	1	0
928	0		SDCheckHasSkill	368	0	0	0	1	40300336
928	1		SDCheckHasSkill	369	0	0	0	1	0
928	2		SDCheckHasSkill	370	0	0	0	1	0
941	0		SDCheckHasSkill	611	0	0	0	1	40300336
941	1		SDCheckHasSkill	612	0	0	0	1	0
942	0		SDCheckHasSkill	605	0	0	0	1	40300336
942	1		SDCheckHasSkill	606	0	0	0	1	0
943	0		SDCheckHasSkill	614	0	0	0	1	40300336
944	0		SDCheckHasSkill	613	0	0	0	1	40300336
945	0		SDCheckHasSkill	620	0	0	0	1	40300336
946	0		SDCheckHasSkill	695	0	0	0	1	40300336
946	1		SDCheckHasSkill	696	0	0	0	1	0
946	2		SDCheckHasSkill	697	0	0	0	1	0
946	3		SDCheckHasSkill	698	0	0	0	1	0
947	0		SDCheckHasSkill	700	0	0	0	1	40300336
947	1		SDCheckHasSkill	701	0	0	0	1	0
948	0		SDCheckHasSkill	702	0	0	0	1	40300336
948	1		SDCheckHasSkill	703	0	0	0	1	0
961	0		SDCheckHasSkill	7001	0	0	0	1	40300336
962	0		SDCheckHasSkill	7016	0	0	0	1	40300336
963	0		SDCheckHasSkill	7021	0	0	0	1	40300336
964	0		SDCheckHasSkill	7017	0	0	0	1	40300336
965	0		SDCheckHasSkill	7022	0	0	0	1	40300336
966	0		SDCheckHasSkill	7023	0	0	0	1	40300336
966	1		SDCheckHasSkill	7024	0	0	0	1	0
966	2		SDCheckHasSkill	7025	0	0	0	1	0
966	3		SDCheckHasSkill	7026	0	0	0	1	0
967	0		SDCheckHasSkill	7027	0	0	0	1	40300336
967	1		SDCheckHasSkill	7028	0	0	0	1	0
968	0		SDCheckHasSkill	7030	0	0	0	1	40300336
968	1		SDCheckHasSkill	7031	0	0	0	1	0
969	0		SDCheckSkillAddExp	49	0	0	0	0	0
999	1		SDCheckLevel	1	2	0	0	0	0
1000	0		SDCheckChummyDayLimit		2	0	0	0	14000000
1001	1		SDCheckCmpIntArg	439	4	0	0	0	0
1002	1		SDCheckCmpIntArg	2048	6	0	0	0	0
1003	1		SDCheckBuffID	166	4	0	0	0	0
1021	0	是否接受101061任务	SDCheckQuestAccepted	101038	0	1	0	0	0
1021	1	是否接受101061任务	SDCheckQuestAccepted	101039	0	1	0	0	0
1021	2	是否接受101061任务	SDCheckQuestAccepted	101040	0	1	0	0	0
1021	3	是否接受101061任务	SDCheckQuestAccepted	101041	0	1	0	0	0
1101	0		SDCheckQuestAccepted	101000	0	0	0	0	0
1102	0		SDCheckQuestAccepted	101004	0	0	0	0	0
1103	0		SDCheckQuestAccepted	101005	0	0	0	0	0
1104	0		SDCheckQuestAccepted	101009	0	0	0	0	0
1105	0		SDCheckQuestAccepted	101015	0	0	0	0	0
1106	0		SDCheckQuestAccepted	101018	0	0	0	0	0
1107	1		SDCheckQuestFinished	101040	0	0	0	0	0
1108	0		SDCheckQuestAccepted	101035	0	0	0	0	0
1109	0		SDCheckQuestAccepted	101057	0	0	0	0	0
1110	0		SDCheckQuestAccepted	101107	0	0	0	0	0
1111	0		SDCheckQuestAccepted	101058	0	0	0	0	0
1112	0		SDCheckQuestAccepted	101064	0	0	0	0	0
1113	0		SDCheckQuestAccepted	101065	0	0	0	0	0
1114	0		SDCheckQuestAccepted	101070	0	0	0	0	0
1115	0		SDCheckQuestAccepted	101065	0	0	0	0	0
1116	0		SDCheckQuestAccepted	101045	0	0	0	0	0
1117	0		SDCheckQuestAccepted	101049	0	0	0	0	0
1117	1		SDCheckQuestAccepted	101050	0	0	0	0	0
1118	0		SDCheckQuestAccepted	101051	0	0	0	0	0
1118	1		SDCheckQuestAccepted	101052	0	0	0	0	0
1119	0		SDCheckQuestAccepted	101046	0	0	0	0	0
1120	0	是否接受101061任务	SDCheckQuestAccepted	101061	0	0	0	0	0
1200	0	单人循环任务采集物1	SDCheckQuestAccepted	1201817	0	0	0	0	0
1200	1		SDCheckQuestAccepted	1251112	0	0	0	0	0
1201	0		SDCheckQuestAccepted	1202812	0	1	0	0	0
1201	1		SDCheckQuestAccepted	1201813	0	1	0	0	0
1201	2		SDCheckQuestAccepted	1203113	0	1	0	0	0
1201	3		SDCheckQuestAccepted	1203712	0	1	0	0	0
1202	0		SDCheckQuestAccepted	1203013	0	1	0	0	0
1203	0		SDCheckQuestAccepted	1203711	0	1	0	0	0
1203	1		SDCheckQuestAccepted	1202713	0	1	0	0	0
1204	0		SDCheckQuestAccepted	1203811	0	1	0	0	0
1205	1		SDCheckQuestAccepted	1201813	0	0	0	0	0
1205	2		SDCheckQuestAccepted	1251110	0	0	0	0	0
1206	1	单人循环任务采集物1	SDCheckQuestAccepted	1201814	0	0	0	0	0
1206	2		SDCheckQuestAccepted	1251109	0	0	0	0	0
1207	0	1201012	SDCheckQuestAccepted	1201012	0	0	0	0	0
1207	1	1201312	SDCheckQuestAccepted	1201412	0	0	0	0	0
1207	2	1202012	SDCheckQuestAccepted	1202012	0	0	0	0	0
1207	3	1202312	SDCheckQuestAccepted	1202412	0	0	0	0	0
1207	4	1203312	SDCheckQuestAccepted	1203412	0	0	0	0	0
1207	5	1203012	SDCheckQuestAccepted	1203012	0	0	0	0	0
1207	6	1253102	SDCheckQuestAccepted	1253102	0	0	0	0	0
1207	7	1201012	SDCheckQuestAccepted	1204012	0	0	0	0	0
1207	8	1201312	SDCheckQuestAccepted	1204412	0	0	0	0	0
1208	0	单人循环任务采集物9	SDCheckQuestAccepted	1201811	0	0	0	0	0
1208	1	单人循环任务采集物9	SDCheckQuestAccepted	1202812	0	0	0	0	0
1208	2	单人循环任务采集物9	SDCheckQuestAccepted	1251113	0	0	0	0	0
1209	0	单人循环任务采集物10	SDCheckQuestAccepted	1201812	0	0	0	0	0
1209	1		SDCheckQuestAccepted	1251111	0	0	0	0	0
1210	0	1202711	SDCheckQuestAccepted	1202813	0	0	0	0	0
1210	2		SDCheckQuestAccepted	1252112	0	0	0	0	0
1211	0	1202712	SDCheckQuestAccepted	1202814	0	0	0	0	0
1211	2		SDCheckQuestAccepted	1252113	0	0	0	0	0
1212	0	1202811	SDCheckQuestAccepted	1202811	0	0	0	0	0
1212	1		SDCheckQuestAccepted	1252111	0	0	0	0	0
1213	0	1203811	SDCheckQuestAccepted	1203811	0	0	0	0	0
1213	2		SDCheckQuestAccepted	1253111	0	0	0	0	0
1214	0	1203812	SDCheckQuestAccepted	1203812	0	0	0	0	0
1214	2		SDCheckQuestAccepted	1253112	0	0	0	0	0
1215	0	1203114	SDCheckQuestAccepted	1203813	0	0	0	0	0
1215	2	1253109	SDCheckQuestAccepted	1253109	0	0	0	0	0
1216	0	1203115	SDCheckQuestAccepted	1203814	0	0	0	0	0
1216	2	202231	SDCheckQuestAccepted	202231	0	0	0	0	0
1216	3		SDCheckQuestAccepted	1253110	0	0	0	0	0
1217	1	1201613	SDCheckQuestAccepted	1201815	0	0	0	0	0
1217	2		SDCheckQuestAccepted	1251106	0	0	0	0	0
1218	1	1201614	SDCheckQuestAccepted	1201816	0	0	0	0	0
1218	2		SDCheckQuestAccepted	1251107	0	0	0	0	0
1219	0		SDCheckQuestAccepted	1204811	0	1	0	0	0
1219	1		SDCheckQuestAccepted	1254107	0	1	0	0	0
1220	0	1620119	SDCheckQuestAccepted	1620119	0	0	0	0	0
1220	1	1623101	SDCheckQuestAccepted	1630128	0	0	0	0	0
1220	2	1627119	SDCheckQuestAccepted	1650128	0	0	0	0	0
1220	3	1630128	SDCheckQuestAccepted	1660122	0	0	0	0	0
1220	4	1633104	SDCheckQuestAccepted	1670134	0	0	0	0	0
1220	5	1637128	SDCheckQuestAccepted	1623101	0	0	0	0	0
1220	6	1650128	SDCheckQuestAccepted	1633101	0	0	0	0	0
1220	7	1653101	SDCheckQuestAccepted	1653101	0	0	0	0	0
1220	8	1657128	SDCheckQuestAccepted	1663101	0	0	0	0	0
1220	9	1660122	SDCheckQuestAccepted	1673101	0	0	0	0	0
1220	10	1663101	SDCheckQuestAccepted	1627119	0	0	0	0	0
1220	11	1667122	SDCheckQuestAccepted	1637128	0	0	0	0	0
1220	12	1670134	SDCheckQuestAccepted	1657128	0	0	0	0	0
1220	13	1673101	SDCheckQuestAccepted	1667122	0	0	0	0	0
1220	14	1677134	SDCheckQuestAccepted	1677134	0	0	0	0	0
1221	0	1620120	SDCheckQuestAccepted	1620120	0	0	0	0	0
1221	1	1623102	SDCheckQuestAccepted	1630129	0	0	0	0	0
1221	2	1627120	SDCheckQuestAccepted	1650129	0	0	0	0	0
1221	3	1630129	SDCheckQuestAccepted	1660123	0	0	0	0	0
1221	4	1633105	SDCheckQuestAccepted	1670135	0	0	0	0	0
1221	5	1637129	SDCheckQuestAccepted	1623102	0	0	0	0	0
1221	6	1650129	SDCheckQuestAccepted	1633102	0	0	0	0	0
1221	7	1653102	SDCheckQuestAccepted	1653102	0	0	0	0	0
1221	8	1657129	SDCheckQuestAccepted	1663102	0	0	0	0	0
1221	9	1660123	SDCheckQuestAccepted	1673102	0	0	0	0	0
1221	10	1663102	SDCheckQuestAccepted	1627120	0	0	0	0	0
1221	11	1667123	SDCheckQuestAccepted	1637129	0	0	0	0	0
1221	12	1670135	SDCheckQuestAccepted	1657129	0	0	0	0	0
1221	13	1673102	SDCheckQuestAccepted	1667123	0	0	0	0	0
1221	14	1677135	SDCheckQuestAccepted	1677135	0	0	0	0	0
1222	0	1620121	SDCheckQuestAccepted	1620121	0	0	0	0	0
1222	1	1623103	SDCheckQuestAccepted	1630130	0	0	0	0	0
1222	2	1627121	SDCheckQuestAccepted	1650130	0	0	0	0	0
1222	3	1630130	SDCheckQuestAccepted	1660124	0	0	0	0	0
1222	4	1633106	SDCheckQuestAccepted	1670136	0	0	0	0	0
1222	5	1637130	SDCheckQuestAccepted	1623103	0	0	0	0	0
1222	6	1650130	SDCheckQuestAccepted	1633103	0	0	0	0	0
1222	7	1653103	SDCheckQuestAccepted	1653103	0	0	0	0	0
1222	8	1657130	SDCheckQuestAccepted	1663103	0	0	0	0	0
1222	9	1660124	SDCheckQuestAccepted	1673103	0	0	0	0	0
1222	10	1663103	SDCheckQuestAccepted	1627121	0	0	0	0	0
1222	11	1667124	SDCheckQuestAccepted	1637130	0	0	0	0	0
1222	12	1670136	SDCheckQuestAccepted	1657130	0	0	0	0	0
1222	13	1673103	SDCheckQuestAccepted	1667124	0	0	0	0	0
1222	14	1677136	SDCheckQuestAccepted	1677136	0	0	0	0	0
1223	0	1618101	SDCheckQuestAccepted	1611101	0	0	0	0	0
1223	1	1611101	SDCheckQuestAccepted	1630134	0	0	0	0	0
1223	2	1630134	SDCheckQuestAccepted	1640122	0	0	0	0	0
1223	3	1633110	SDCheckQuestAccepted	1650131	0	0	0	0	0
1223	4	1637134	SDCheckQuestAccepted	1670137	0	0	0	0	0
1223	5	1640125	SDCheckQuestAccepted	1618101	0	0	0	0	0
1223	6	1643104	SDCheckQuestAccepted	1633107	0	0	0	0	0
1223	7	1647125	SDCheckQuestAccepted	1643101	0	0	0	0	0
1223	8	1650134	SDCheckQuestAccepted	1653104	0	0	0	0	0
1223	9	1653101	SDCheckQuestAccepted	1673104	0	0	0	0	0
1223	10	1657134	SDCheckQuestAccepted	1637134	0	0	0	0	0
1223	11	1670140	SDCheckQuestAccepted	1647122	0	0	0	0	0
1223	12	1673107	SDCheckQuestAccepted	1657131	0	0	0	0	0
1223	13	1677140	SDCheckQuestAccepted	1677137	0	0	0	0	0
1224	0	1618102	SDCheckQuestAccepted	1611102	0	0	0	0	0
1224	1	1611102	SDCheckQuestAccepted	1630135	0	0	0	0	0
1224	2	1630135	SDCheckQuestAccepted	1640123	0	0	0	0	0
1224	3	1633111	SDCheckQuestAccepted	1650132	0	0	0	0	0
1224	4	1637135	SDCheckQuestAccepted	1670138	0	0	0	0	0
1224	5	1640126	SDCheckQuestAccepted	1618102	0	0	0	0	0
1224	6	1643105	SDCheckQuestAccepted	1633108	0	0	0	0	0
1224	7	1647126	SDCheckQuestAccepted	1643102	0	0	0	0	0
1224	8	1650135	SDCheckQuestAccepted	1653105	0	0	0	0	0
1224	9	1653102	SDCheckQuestAccepted	1673105	0	0	0	0	0
1224	10	1657135	SDCheckQuestAccepted	1637135	0	0	0	0	0
1224	11	1670141	SDCheckQuestAccepted	1647123	0	0	0	0	0
1224	12	1673108	SDCheckQuestAccepted	1657132	0	0	0	0	0
1224	13	1677141	SDCheckQuestAccepted	1677138	0	0	0	0	0
1225	0	1618103	SDCheckQuestAccepted	1611103	0	0	0	0	0
1225	1	1611103	SDCheckQuestAccepted	1630136	0	0	0	0	0
1225	2	1630136	SDCheckQuestAccepted	1640124	0	0	0	0	0
1225	3	1633112	SDCheckQuestAccepted	1650133	0	0	0	0	0
1225	4	1637136	SDCheckQuestAccepted	1670139	0	0	0	0	0
1225	5	1640127	SDCheckQuestAccepted	1618103	0	0	0	0	0
1225	6	1643106	SDCheckQuestAccepted	1633109	0	0	0	0	0
1225	7	1647127	SDCheckQuestAccepted	1643103	0	0	0	0	0
1225	8	1650136	SDCheckQuestAccepted	1653106	0	0	0	0	0
1225	9	1653103	SDCheckQuestAccepted	1673106	0	0	0	0	0
1225	10	1657136	SDCheckQuestAccepted	1637136	0	0	0	0	0
1225	11	1670142	SDCheckQuestAccepted	1647124	0	0	0	0	0
1225	12	1673109	SDCheckQuestAccepted	1657133	0	0	0	0	0
1225	13	1677142	SDCheckQuestAccepted	1677139	0	0	0	0	0
1226	0	1618104	SDCheckQuestAccepted	1611104	0	0	0	0	0
1226	1	1611104	SDCheckQuestAccepted	1620125	0	0	0	0	0
1226	2	1620125	SDCheckQuestAccepted	1640125	0	0	0	0	0
1226	3	1623107	SDCheckQuestAccepted	1650134	0	0	0	0	0
1226	4	1627125	SDCheckQuestAccepted	1660125	0	0	0	0	0
1226	5	1640128	SDCheckQuestAccepted	1670140	0	0	0	0	0
1226	6	1643107	SDCheckQuestAccepted	1618104	0	0	0	0	0
1226	7	1647128	SDCheckQuestAccepted	1623107	0	0	0	0	0
1226	8	1650137	SDCheckQuestAccepted	1643104	0	0	0	0	0
1226	9	1653110	SDCheckQuestAccepted	1653107	0	0	0	0	0
1226	10	1657137	SDCheckQuestAccepted	1663104	0	0	0	0	0
1226	11	1660128	SDCheckQuestAccepted	1673107	0	0	0	0	0
1226	12	1663107	SDCheckQuestAccepted	1627125	0	0	0	0	0
1226	13	1667128	SDCheckQuestAccepted	1647125	0	0	0	0	0
1226	14	1670143	SDCheckQuestAccepted	1657134	0	0	0	0	0
1226	15	1673110	SDCheckQuestAccepted	1667125	0	0	0	0	0
1226	16	1677143	SDCheckQuestAccepted	1677140	0	0	0	0	0
1227	0	1618105	SDCheckQuestAccepted	1611105	0	0	0	0	0
1227	1	1611105	SDCheckQuestAccepted	1620126	0	0	0	0	0
1227	2	1620126	SDCheckQuestAccepted	1640126	0	0	0	0	0
1227	3	1623108	SDCheckQuestAccepted	1650135	0	0	0	0	0
1227	4	1627126	SDCheckQuestAccepted	1660126	0	0	0	0	0
1227	5	1640129	SDCheckQuestAccepted	1670141	0	0	0	0	0
1227	6	1643108	SDCheckQuestAccepted	1618105	0	0	0	0	0
1227	7	1647129	SDCheckQuestAccepted	1623108	0	0	0	0	0
1227	8	1650138	SDCheckQuestAccepted	1643105	0	0	0	0	0
1227	9	1653111	SDCheckQuestAccepted	1653108	0	0	0	0	0
1227	10	1657138	SDCheckQuestAccepted	1663105	0	0	0	0	0
1227	11	1660129	SDCheckQuestAccepted	1673108	0	0	0	0	0
1227	12	1663108	SDCheckQuestAccepted	1627126	0	0	0	0	0
1227	13	1667129	SDCheckQuestAccepted	1647126	0	0	0	0	0
1227	14	1670144	SDCheckQuestAccepted	1657135	0	0	0	0	0
1227	15	1673111	SDCheckQuestAccepted	1667126	0	0	0	0	0
1227	16	1677144	SDCheckQuestAccepted	1677141	0	0	0	0	0
1228	0	1618106	SDCheckQuestAccepted	1611106	0	0	0	0	0
1228	1	1611106	SDCheckQuestAccepted	1620127	0	0	0	0	0
1228	2	1620127	SDCheckQuestAccepted	1640127	0	0	0	0	0
1228	3	1623109	SDCheckQuestAccepted	1650136	0	0	0	0	0
1228	4	1627127	SDCheckQuestAccepted	1660127	0	0	0	0	0
1228	5	1640130	SDCheckQuestAccepted	1670142	0	0	0	0	0
1228	6	1643109	SDCheckQuestAccepted	1618106	0	0	0	0	0
1228	7	1647130	SDCheckQuestAccepted	1623109	0	0	0	0	0
1228	8	1650139	SDCheckQuestAccepted	1643106	0	0	0	0	0
1228	9	1653112	SDCheckQuestAccepted	1653109	0	0	0	0	0
1228	10	1657139	SDCheckQuestAccepted	1663106	0	0	0	0	0
1228	11	1660130	SDCheckQuestAccepted	1673109	0	0	0	0	0
1228	12	1663109	SDCheckQuestAccepted	1627127	0	0	0	0	0
