SkillID	SkillNameID	MSV_SrcCheck	MSV_TarCheck	MSV_SkillType	MSV_SkillAttr	MSV_BaseSkillID	MSV_TriggerType	MSV_TriggerCheck	MSV_TriggerNotify	MSV_TriggerDataID	MSV_TriggerValue	MSV_TriggerProbability	MSV_SpellLogic	MSV_SpellParam1	MSV_SpellParam2	MSV_SpellParam3	MSV_CastType	MSV_TarType	MSV_Range	MSV_SlipDis	MSV_DodgeTime	MSV_LockTime	MSV_LastTime	MSV_CDGroup	MSV_CDTime	MSV_CostType1	MSV_CostValue1	MSV_CostType2	MSV_CostValue2	MSV_LauncherLogic	MSV_LauncherParam1	MSV_LauncherParam2	MSV_LauncherParam3	MSV_ProjectileLogic	MSV_ProjectileTime	MSV_ProjectileSpeed	MSV_ProjectileEffectTime	MSV_ProjectileEffectCount	MSV_ProjectileParam1	MSV_ProjectileParam2	MSV_ProjectileParam3	MSV_ProjectileEffectID	MSV_ProjectileDieEffectID	MSV_ProjectileTimeOutEffectID	MSV_ProjectileFly1EffectID	MSV_ProjectileFly2EffectID	MSV_AreaLogic	MSV_AreaTarCheck	MSV_AreaFilter	MSV_AreaTarCnt	MSV_AreaParam1	MSV_AreaParam2	MSV_AreaParam3	MSV_EffectDelayTime	MSV_EffectTime	MSV_EffectCount	MSV_EffectType	MSV_EffectLogic	MSV_EffectParam1	MSV_EffectParam2	MSV_EffectParam3	MSV_EffectCalculation	MSV_EffectTransform	MSV_EffectBeatBack	MSV_BeaBackSrcCond	MSV_BeatBackTarCond	MSV_BeatBackType	MSV_BeatBackDir	MSV_BeatBackOffsetDis	MSV_BeatBackFixedDis	MSV_BeatBackMoveTime	MSV_BeatBackLifeTime	MSV_SkillDis	MSV_SkillMoveDir	MSV_SkillMoveStartTime	MSV_SkillMoveEndTime	MSV_AnimID	MSV_WeaponID	MSV_CombatPerformanceID	MSV_CombatPerformanceTimes	MSV_EndureLevel	MSV_CombatWarningID
5603	505603	102	0	2	529408	0	0	0	0	0	0	0	10001	0	0	0	0	2	15	0	0	2233	2233	5603	0	0	0	0	0	2	0	0	0	1	1500	10	0	0	0	0	0	4006	2009	2009	0	0	1	6	0	1	0	0	0	0	540	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100705	13	7001	3	2	0
5604	505604	0	0	12	8192	5603	11	2050	2	5603	0	1000	30001	0	0	0	0	8	10	0	0	0	0	-1	0	0	0	0	0	3	3	6	60	1	500	10	0	0	0	0	0	4006	2009	2009	0	0	2	6	0	1	5	0	0	0	0	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7001	3	2	0
5605	505605	102	0	2	524288	0	0	0	0	0	0	0	10001	0	0	0	0	2	15	0	0	2500	2500	5605	0	0	0	0	0	2	0	0	0	1	5000	5	0	0	0	0	0	4015	2019	2009	0	0	2	6	0	1	60	0	0	0	780	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100703	13	7001	3	2	0
5606	505606	0	0	2	524288	5605	0	0	0	0	0	0	10001	0	0	0	0	1	15	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	3	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7001	3	2	0
5607	505607	102	0	2	2100224	0	0	0	0	0	0	0	10001	0	0	0	0	8	15	0	0	3500	3500	5607	0	0	0	0	0	2	0	0	0	1	5000	3	700	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100704	0	-1	0	10	0
5609	505609	0	0	12	8192	5607	11	2050	1	5607	0	1000	10001	0	0	0	0	1	5	0	0	0	0	-1	0	0	0	0	0	2	0	0	0	3	800	0	750	3	0	0	0	4006	2009	2009	0	0	2	6	0	3	25	0	0	0	0	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7001	3	2	0
5608	505608	102	0	2	524288	0	0	0	0	0	0	0	10001	0	0	0	0	1	10	0	0	1500	1500	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	300	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	1.03914	1	0	0	100702	13	-1	0	3	0
5701	505701	0	0	4	0	0	0	0	0	0	0	0	30003	2	3	30	0	1	15	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	100	30	0	0	1	512	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
5702	505702	102	0	2	524288	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	0	0	0	1300	1300	5702	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	512	4	5702	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100803	15	-1	0	2	0
5703	505703	0	0	16	4	5702	0	0	0	0	0	0	10001	-1	-1	-1	0	1	15	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	4	150	0	0	0	2000	-1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
5704	505704	102	0	2	524288	0	0	0	0	0	0	0	10001	-1	-1	-1	0	2	15	0	0	1300	1300	5704	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	400	-1	262144	14	1	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100804	15	8002	0	2	0
5705	505705	102	0	2	2097152	0	0	0	0	0	0	0	10003	100204	-1	-1	0	1	15	0	0	9000	9000	5705	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	5	150	0	0	0	1000	10	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100805	15	-1	0	10	0
5706	505706	102	0	2	524288	0	0	0	0	0	0	0	10001	0	0	0	0	1	10	0	0	2000	2000	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	100	0	0	0	300	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100801	15	-1	0	3	0
5707	505707	102	0	2	524289	0	0	0	0	0	0	0	10001	-1	-1	-1	0	3	10	0	0	1667	1667	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	250	1	1	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100802	15	8001	2	1	0
15001	515001	0	0	12	0	0	3	20	0	1	0	500	30001	-1	-1	-1	0	2	20	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1024	4	15001	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15002	515002	102	0	2	524544	0	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	300	600	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	200	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.1	0	0	0	110101	7	101001	1	1	0
15003	515003	102	0	2	524544	15002	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	300	567	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	250	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.1	0	0	0	110102	7	101002	1	1	0
15004	515004	102	0	2	524544	15002	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	750	1000	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	600	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.3	1	0	0	110103	7	101003	2	1	0
15010	515010	102	0	2	524544	0	9	0	0	0	0	0	10001	-1	-1	-1	0	8	0	0	0	300	800	15010	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1	0	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	5	0	0	0	110104	10	-1	0	2	0
15011	515011	0	0	8	0	0	1	2050	1	15010	0	1000	30001	-1	-1	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	528	4	15011	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15013	515013	0	0	24	32	0	3	20	0	1	0	1000	30001	-1	-1	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	528	11	10001	5001	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15020	515020	102	0	2	524288	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	0	0	0	300	667	15020	0	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	4	1	150	50	0	200	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110107	7	101004	1	2	0
15021	515021	102	0	2	524289	15020	0	0	0	0	0	0	10005	500	4	110105	2	8	0	0	0	300	667	15021	0	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	4	1	150	80	0	200	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110106	7	101004	1	2	0
15030	515030	102	0	2	2097408	0	0	0	0	0	0	0	10001	0	0	0	0	8	0	0	0	1000	1833	15030	0	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	200	1	17	1	10	0	0	126	0	0	0	0	0	1	-1	7	1000	2000	0	0	0	0	110108	10	101005	3	10	0
15031	515031	0	0	8	0	0	1	2050	1	15030	0	1000	30001	-1	-1	-1	0	1	0	0	0	1000	1833	-1	0	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	200	1	528	4	15031	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	101005	3	0	0
15032	515032	102	0	2	524288	0	0	0	0	0	0	0	10001	0	0	0	0	1	10	0	0	833	1133	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	100	0	0	0	300	1	1024	4	15032	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110109	10	101001	1	3	0
15101	515101	4	0	4	0	0	0	0	0	0	0	0	30004	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	512	4	15101	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15102	515102	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	3	0	0	500	800	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	4	1	30	10	0	500	1	17	1	10	1	1	126	0	0	0	0	0	1	0.5	0	500	500	0.76932	0	0	0	110201	3	102001	1	1	0
15103	515103	102	0	2	655360	15102	0	0	0	0	0	0	10001	-1	-1	-1	0	8	3	0	0	500	800	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	4	1	30	10	0	500	1	17	1	10	1	1	126	0	0	0	0	0	1	0.5	0	500	500	0.15531	0	0	0	110202	3	102002	1	1	0
15104	515104	102	0	2	529664	0	0	0	0	0	0	0	10001	-1	-1	-1	0	2	10	0	0	1000	2000	15104	500	0	0	0	0	2	0	0	0	1	1000	10	0	1	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	100	1	17	1	10	1	1	126	0	2	0	0	0	3	0	0	500	500	0	0	0	0	110203	3	101	1	2	0
15105	515105	0	0	12	0	0	11	1026	2	15104	0	1000	30001	-1	-1	-1	0	8	0	0	0	500	933	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	512	8	0	0	0	126	0	-1	0	0	0	3	0	0	500	500	0	0	0	0	0	0	-1	0	0	0
15106	515106	102	0	2	524544	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	20	0	0	500	667	15106	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	400	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110205	0	102003	1	2	0
15109	515109	102	0	12	0	0	3	2	0	15106	0	1000	30001	-1	-1	-1	0	1	0	0	0	500	667	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	400	1	1024	4	15106	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15107	515107	102	0	2	2097408	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	0	0	0	3400	3500	15107	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1600	1	512	3	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110206	14	-1	0	10	0
15110	515110	0	0	2	524288	0	0	0	0	0	0	0	10001	0	0	0	0	1	10	0	0	1133	1433	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	100	0	0	0	300	1	1024	4	15107	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110207	6	102001	1	3	0
15108	515108	0	0	12	3585	0	1	2050	1	15107	0	1000	30001	-1	-1	-1	0	8	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	4	11	110	30	2310	0	1	17	1	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	102003	1	10	0
15200	515200	0	0	12	256	0	7	8193	8192	0	0	1000	30001	-1	-1	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	8192	4	15202	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15201	515201	102	0	2	589824	0	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	500	1000	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	10	100	30	0	250	1	1	1	10	1	1	126	0	-1	0	0	0	2	5	0	5000	5100	0	0	0	0	110301	0	100	3	1	0
15203	515203	0	0	12	0	0	2	2050	1	15202	0	1000	30001	-1	-1	-1	0	1	20	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15210	515210	102	0	2	524544	0	0	0	0	0	0	0	10001	-1	-1	-1	0	3	10	0	0	500	1000	15210	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	250	1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110302	0	-1	0	2	0
15211	515211	0	0	12	0	0	1	2050	1	15210	0	1000	30001	-1	-1	-1	0	2	10	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	250	1	0	4	15211	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15212	515212	0	0	24	0	0	7	0	0	0	0	1000	30002	-1	-1	-1	0	2	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	512	15	0	0	0	126	15212	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15220	515220	102	0	2	524288	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	0	0	0	1800	2000	15220	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1500	1	0	3	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110303	0	-1	0	2	0
15230	515230	102	0	2	2097152	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	20	0	0	500	1000	15230	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	200	1	0	3	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110304	0	-1	0	10	0
15231	515231	0	0	2	0	0	1	2	1	15230	0	1000	10001	-1	-1	-1	0	4	20	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	0	1	1	1	0	0	0	126	0	0	0	0	0	1	5	0	1000	1100	0	0	0	0	0	0	101	1	0	0
15232	515232	102	0	4	65536	0	0	0	0	0	0	0	20001	-1	-1	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	4	80	0	0	0	500	-1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110307	0	-1	0	0	0
15233	515233	0	0	12	9732	0	14	2050	1	15230	0	1000	30001	0	0	0	0	4	0	0	0	0	0	-1	0	0	0	0	0	2	0	0	0	3	5000	0	500	10	0	0	0	1	0	0	0	0	2	5	0	5	50	0	45	0	1000	-1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0		
15243	515243	102	0	4	65536	0	0	0	0	0	0	0	20001	-1	-1	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	4	80	0	0	0	1500	-1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110307	0	-1	0	0	0
15244	515244	102	0	2	524288	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	20	0	0	500	1000	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	10	100	30	0	250	1	1	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110306	0	100	3	1	0
15250	515250	102	0	2	589824	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	20	0	0	500	1000	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	10	100	30	0	250	1	1	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110301	0	100	3	1	0
15301	515301	4	0	4	0	0	0	0	0	0	0	0	10001	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	512	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15302	515302	102	0	2	524288	0	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	350	767	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	250	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0.5	0	0	0	110401	5	104001	1	1	0
15303	515303	102	0	2	524288	15302	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	400	700	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	250	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0.5	0	0	0	110402	5	104002	1	1	0
15304	515304	102	0	2	524288	15302	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	500	933	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	250	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0.5	0	0	0	110403	5	104003	1	1	0
15305	515305	102	0	2	543488	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	20	0	0	800	800	15305	0	3	1	0	0	2	0	0	0	1	2000	10	200	10	0	0	0	4005	0	0	0	0	2	6	0	1	20	0	0	0	200	1	17	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110404	5	104004	1	2	0
15306	515306	102	0	2	524292	15305	0	0	0	0	0	0	10007	0	15305	-1	0	8	20	0	0	800	1100	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	30	10	0	200	1	17	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110411	0	-1	0	2	0
15307	515307	102	0	2	546048	0	0	0	0	0	0	0	10001	-1	-1	-1	0	2	20	0	0	800	867	15307	0	3	1	0	0	2	0	0	0	1	1000	20	400	1	0	0	0	4005	0	0	0	0	1	6	0	1	0	0	0	0	200	1	17	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110405	5	104005	1	2	0
15308	515308	0	0	12	0	0	11	2050	2	15307	0	1000	30006	15309	-1	-1	0	2	20	0	0	800	800	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	126	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	-1	0	0	0
15309	515309	102	0	34	671744	0	0	0	0	0	0	0	10007	-1	-1	-1	0	2	20	0	0	400	700	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	100	1	1	1	0	0	0	126	0	1	0	0	0	0	0	0	0	0	10	0	0	0	110406	0	101	1	2	0
15310	515310	102	0	2	671744	15309	0	0	0	0	0	1000	10007	-1	-1	-1	0	2	15	0	0	700	1000	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	100	1	1	1	0	0	0	126	0	1	0	0	0	0	0	0	0	0	10	0	0	0	110407	0	101	1	2	0
15311	515311	102	0	2	671744	15309	0	0	0	0	0	1000	10007	-1	-1	-1	0	2	15	0	0	200	500	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	100	1	1	1	0	0	0	126	0	1	0	0	0	0	0	0	0	0	10	0	0	0	110408	0	101	1	2	0
15312	515312	102	0	2	671744	15309	0	0	0	0	0	1000	10007	-1	-1	-1	0	2	15	0	0	400	700	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	100	1	1	1	0	0	0	126	0	1	0	0	0	0	0	0	0	0	10	0	0	0	110409	0	101	1	2	0
15313	515313	102	0	2	671744	15309	0	0	0	0	0	1000	10007	-1	-1	-1	0	2	15	0	0	500	1000	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	100	1	1	1	0	0	0	126	0	1	0	0	0	0	0	0	0	0	10	0	0	0	110410	0	101	1	2	0
15314	515314	102	0	2	2097408	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	10	0	0	1800	1900	15314	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	100	1	512	13	104	3	-1	126	0	1	0	0	0	0	0	0	0	0	10	0	0	0	110412	5	-1	0	10	0
15315	515315	0	0	12	0	0	1	2050	1	15314	0	1000	30001	-1	-1	-1	0	1	10	0	0	100	300	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	100	1	512	4	15315	1	3	126	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	-1	0	0	0
15316	515316	0	0	28	64	0	1	2068	1	8192	0	1000	30001	-1	-1	-1	0	1	10	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2048	4	15316	1	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15317	515317	8	0	12	0	0	8	4116	1	8192	0	1000	30003	-1	-1	-1	0	1	10	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	512	0	1	0	20	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15318	515318	102	0	2	524288	0	0	0	0	0	0	0	10001	0	0	0	0	1	10	0	0	1267	1567	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	4	100	0	0	0	300	1	512	4	15317	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110413	5	104001	1	3	0
30001	530001	0	0	2	0	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	5	0	500	500	2000	30001	0	0	0	0	0	2	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	1	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	51	0	1	0	0
30002	530002	0	0	2	0	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	3	0	500	500	400	30002	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	1	30	10	0	200	1	1	1	10	1	1	126	0	2	0	0	0	1	0.5	0.5	500	500	0.5	0	0	0	100101	1000	0	1	0	0
30003	530003	0	0	2	65536	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	10	0	500	500	1000	30003	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	10	100	30	0	250	1	1	1	10	1	1	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100201	1010	0	1	0	0
30004	530004	0	0	2	1024	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	1000	0	500	500	1000	30004	0	0	0	0	0	2	-1	-1	-1	1	2000	15	0	0	0	0	0	1003	0	0	0	0	2	0	0	1	100	0	45	0	250	1	1	1	10	1	1	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100201	1010	0	1	0	0
