itemid	reqlevel	suitid	exattrgroupid	attributegroupid	colorindex	modelid	modelid_F	durabilitymax	lingqi	speedpercent	fixtemplateid
101659	1	-1	-1	-1	1	2308	-1	-1	0	1	0
101660	1	-1	-1	-1	1	2308	-1	-1	0	1	0
101661	1	-1	-1	-1	1	2308	-1	-1	0	1	0
101662	1	-1	-1	-1	5	2313	-1	-1	0	1	0
101663	1	-1	-1	-1	5	2313	-1	-1	0	1	0
101664	1	-1	-1	-1	5	2313	-1	-1	0	1	0
101665	1	-1	-1	-1	5	2313	-1	-1	0	1	0
101666	1	-1	-1	-1	0	2313	-1	-1	0	1	0
101667	1	-1	-1	-1	0	2313	-1	-1	0	1	0
101668	1	-1	-1	-1	0	2313	-1	-1	0	1	0
101669	1	-1	-1	-1	0	2313	-1	-1	0	1	0
101670	1	-1	-1	-1	5	2310	-1	-1	0	1	0
101671	1	-1	-1	-1	5	2310	-1	-1	0	1	0
101672	1	-1	-1	-1	5	2310	-1	-1	0	1	0
101673	1	-1	-1	-1	5	2310	-1	-1	0	1	0
101674	1	-1	-1	-1	1	2302	-1	-1	0	1	0
101675	1	-1	-1	-1	1	2307	-1	-1	0	1	0
101676	1	-1	-1	-1	0	2310	-1	-1	0	1	0
101677	1	-1	-1	-1	0	2310	-1	-1	0	1	0
101678	1	-1	-1	-1	0	2310	-1	-1	0	1	0
101679	1	-1	-1	-1	0	2310	-1	-1	0	1	0
101680	1	-1	-1	-1	2	2313	-1	-1	0	1	0
101681	1	-1	-1	-1	2	2313	-1	-1	0	1	0
101682	1	-1	-1	-1	2	2313	-1	-1	0	1	0
101683	1	-1	-1	-1	2	2313	-1	-1	0	1	0
101684	1	-1	-1	-1	4	2313	-1	-1	0	1	0
101685	1	-1	-1	-1	4	2313	-1	-1	0	1	0
101686	1	-1	-1	-1	4	2313	-1	-1	0	1	0
101687	1	-1	-1	-1	4	2313	-1	-1	0	1	0
101688	1	-1	-1	-1	2	2310	-1	-1	0	1	0
101689	1	-1	-1	-1	2	2310	-1	-1	0	1	0
101690	1	-1	-1	-1	2	2310	-1	-1	0	1	0
101691	1	-1	-1	-1	2	2310	-1	-1	0	1	0
101692	1	-1	-1	-1	4	2310	-1	-1	0	1	0
101693	1	-1	-1	-1	4	2310	-1	-1	0	1	0
101694	1	-1	-1	-1	4	2310	-1	-1	0	1	0
101695	1	-1	-1	-1	4	2310	-1	-1	0	1	0
101710	1	-1	-1	-1	3	-1	2406	-1	0	1	0
101711	1	-1	-1	-1	3	-1	2406	-1	0	1	0
101712	1	-1	-1	-1	3	-1	2406	-1	0	1	0
101713	1	-1	-1	-1	3	-1	2406	-1	0	1	0
101714	1	-1	-1	-1	0	-1	2406	-1	0	1	0
101715	1	-1	-1	-1	0	-1	2406	-1	0	1	0
101716	1	-1	-1	-1	0	-1	2406	-1	0	1	0
101717	1	-1	-1	-1	0	-1	2406	-1	0	1	0
101718	1	-1	-1	-1	3	-1	2402	-1	0	1	0
101719	1	-1	-1	-1	3	-1	2402	-1	0	1	0
101720	1	-1	-1	-1	3	-1	2402	-1	0	1	0
101721	1	-1	-1	-1	3	-1	2402	-1	0	1	0
101722	1	-1	-1	-1	0	-1	2402	-1	0	1	0
101723	1	-1	-1	-1	0	-1	2402	-1	0	1	0
101724	1	-1	-1	-1	0	-1	2402	-1	0	1	0
101725	1	-1	-1	-1	0	-1	2402	-1	0	1	0
101726	1	-1	-1	-1	3	-1	2409	-1	0	1	0
101727	1	-1	-1	-1	3	-1	2409	-1	0	1	0
101728	1	-1	-1	-1	3	-1	2409	-1	0	1	0
101729	1	-1	-1	-1	3	-1	2409	-1	0	1	0
101730	1	-1	-1	-1	0	-1	2409	-1	0	1	0
101731	1	-1	-1	-1	0	-1	2409	-1	0	1	0
101732	1	-1	-1	-1	0	-1	2409	-1	0	1	0
101733	1	-1	-1	-1	0	-1	2409	-1	0	1	0
101734	1	-1	-1	-1	3	-1	2405	-1	0	1	0
101735	1	-1	-1	-1	3	-1	2405	-1	0	1	0
101736	1	-1	-1	-1	3	-1	2405	-1	0	1	0
101737	1	-1	-1	-1	3	-1	2405	-1	0	1	0
101738	1	-1	-1	-1	0	-1	2405	-1	0	1	0
101739	1	-1	-1	-1	0	-1	2405	-1	0	1	0
101740	1	-1	-1	-1	0	-1	2405	-1	0	1	0
101741	1	-1	-1	-1	0	-1	2405	-1	0	1	0
101742	1	-1	-1	-1	1	-1	2409	-1	0	1	0
101743	1	-1	-1	-1	1	-1	2409	-1	0	1	0
101744	1	-1	-1	-1	1	-1	2409	-1	0	1	0
101745	1	-1	-1	-1	1	-1	2409	-1	0	1	0
101746	1	-1	-1	-1	0	-1	2403	-1	0	1	0
101747	1	-1	-1	-1	0	-1	2403	-1	0	1	0
101748	1	-1	-1	-1	0	-1	2403	-1	0	1	0
101749	1	-1	-1	-1	0	-1	2403	-1	0	1	0
101750	1	-1	-1	-1	1	-1	2403	-1	0	1	0
101751	1	-1	-1	-1	1	-1	2403	-1	0	1	0
101752	1	-1	-1	-1	1	-1	2403	-1	0	1	0
101753	1	-1	-1	-1	1	-1	2403	-1	0	1	0
101754	1	-1	-1	-1	0	-1	2415	-1	0	1	0
101755	1	-1	-1	-1	0	-1	2415	-1	0	1	0
101756	1	-1	-1	-1	0	-1	2415	-1	0	1	0
101757	1	-1	-1	-1	0	-1	2415	-1	0	1	0
101758	1	-1	-1	-1	1	-1	2415	-1	0	1	0
101759	1	-1	-1	-1	1	-1	2415	-1	0	1	0
101760	1	-1	-1	-1	1	-1	2415	-1	0	1	0
101761	1	-1	-1	-1	1	-1	2415	-1	0	1	0
101762	1	-1	-1	-1	5	-1	2417	-1	0	1	0
101763	1	-1	-1	-1	5	-1	2417	-1	0	1	0
101764	1	-1	-1	-1	5	-1	2417	-1	0	1	0
101765	1	-1	-1	-1	5	-1	2417	-1	0	1	0
101766	1	-1	-1	-1	0	-1	2417	-1	0	1	0
101767	1	-1	-1	-1	0	-1	2417	-1	0	1	0
101768	1	-1	-1	-1	0	-1	2417	-1	0	1	0
101769	1	-1	-1	-1	0	-1	2417	-1	0	1	0
101770	1	-1	-1	-1	5	-1	2412	-1	0	1	0
101771	1	-1	-1	-1	5	-1	2412	-1	0	1	0
101772	1	-1	-1	-1	5	-1	2412	-1	0	1	0
101773	1	-1	-1	-1	5	-1	2412	-1	0	1	0
101774	1	-1	-1	-1	5	-1	2402	-1	0	1	0
101775	1	-1	-1	-1	5	-1	2407	-1	0	1	0
101776	1	-1	-1	-1	0	-1	2412	-1	0	1	0
101777	1	-1	-1	-1	0	-1	2412	-1	0	1	0
101778	1	-1	-1	-1	0	-1	2412	-1	0	1	0
101779	1	-1	-1	-1	0	-1	2412	-1	0	1	0
101780	1	-1	-1	-1	2	-1	2417	-1	0	1	0
101781	1	-1	-1	-1	2	-1	2417	-1	0	1	0
101782	1	-1	-1	-1	2	-1	2417	-1	0	1	0
101783	1	-1	-1	-1	2	-1	2417	-1	0	1	0
101784	1	-1	-1	-1	4	-1	2417	-1	0	1	0
101785	1	-1	-1	-1	4	-1	2417	-1	0	1	0
101786	1	-1	-1	-1	4	-1	2417	-1	0	1	0
101787	1	-1	-1	-1	4	-1	2417	-1	0	1	0
101788	1	-1	-1	-1	2	-1	2412	-1	0	1	0
101789	1	-1	-1	-1	2	-1	2412	-1	0	1	0
101790	1	-1	-1	-1	2	-1	2412	-1	0	1	0
101791	1	-1	-1	-1	2	-1	2412	-1	0	1	0
101792	1	-1	-1	-1	4	-1	2412	-1	0	1	0
101793	1	-1	-1	-1	4	-1	2412	-1	0	1	0
101794	1	-1	-1	-1	4	-1	2412	-1	0	1	0
101795	1	-1	-1	-1	4	-1	2412	-1	0	1	0
102001	1	-1	-1	-1	0	4101	-1	-1	0	1	0
102002	1	-1	-1	-1	0	4109	-1	-1	0	1	0
102003	1	-1	-1	-1	0	4102	-1	-1	0	1	0
102004	1	-1	-1	-1	0	4110	-1	-1	0	1	0
102005	1	-1	-1	-1	0	4105	-1	-1	0	1	0
102006	1	-1	-1	-1	0	4108	-1	-1	0	1	0
102007	1	-1	-1	-1	0	4103	-1	-1	0	1	0
102008	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102009	20	-1	-1	-1	0	4108	-1	-1	0	1	0
102010	1	-1	-1	2005	0	-1	-1	-1	0	1	0
102012	1	-1	-1	-1	0	4109	-1	-1	0	1	0
102013	1	-1	-1	-1	0	4102	-1	-1	0	1	0
102014	1	-1	-1	-1	0	4104	-1	-1	0	1	0
102015	1	-1	-1	-1	0	4105	-1	-1	0	1	0
102016	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102017	1	-1	-1	-1	0	4105	-1	-1	0	1	0
102018	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102101	1	-1	-1	-1	0	4500	4201	-1	0	1	0
102102	1	-1	-1	-1	0	-1	4207	-1	0	1	0
102103	1	-1	-1	-1	0	-1	4202	-1	0	1	0
102104	1	-1	-1	-1	0	-1	4209	-1	0	1	0
102105	1	-1	-1	-1	0	-1	4205	-1	0	1	0
102106	1	-1	-1	-1	0	-1	4208	-1	0	1	0
102107	1	-1	-1	-1	0	-1	4203	-1	0	1	0
102108	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102112	1	-1	-1	-1	0	-1	4207	-1	0	1	0
102113	1	-1	-1	-1	0	-1	4202	-1	0	1	0
102114	1	-1	-1	-1	0	-1	4204	-1	0	1	0
102115	1	-1	-1	-1	0	-1	4205	-1	0	1	0
102116	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102117	1	-1	-1	-1	0	-1	4205	-1	0	1	0
102118	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102201	1	-1	-1	-1	0	4301	4600	-1	0	1	0
102202	1	-1	-1	-1	0	4311	-1	-1	0	1	0
102203	1	-1	-1	-1	0	4302	-1	-1	0	1	0
102204	1	-1	-1	-1	0	4309	-1	-1	0	1	0
102205	1	-1	-1	-1	0	4305	-1	-1	0	1	0
102206	1	-1	-1	-1	0	4308	-1	-1	0	1	0
102207	1	-1	-1	-1	0	4303	-1	-1	0	1	0
102208	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102212	1	-1	-1	-1	0	4311	-1	-1	0	1	0
102213	1	-1	-1	-1	0	4302	-1	-1	0	1	0
102214	1	-1	-1	-1	0	4304	-1	-1	0	1	0
102215	1	-1	-1	-1	0	4305	-1	-1	0	1	0
102216	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102217	1	-1	-1	-1	0	4305	-1	-1	0	1	0
102218	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102301	1	-1	-1	-1	0	-1	4401	-1	0	1	0
102302	1	-1	-1	-1	0	-1	4402	-1	0	1	0
102303	1	-1	-1	-1	0	-1	4403	-1	0	1	0
102304	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102305	1	-1	-1	-1	0	-1	4408	-1	0	1	0
102306	1	-1	-1	-1	0	-1	4407	-1	0	1	0
102307	1	-1	-1	-1	0	-1	4404	-1	0	1	0
102308	1	-1	-1	-1	0	-1	4409	-1	0	1	0
102312	1	-1	-1	-1	0	-1	4402	-1	0	1	0
102313	1	-1	-1	-1	0	-1	4403	-1	0	1	0
102314	1	-1	-1	-1	0	-1	4404	-1	0	1	0
102315	1	-1	-1	-1	0	-1	4405	-1	0	1	0
102316	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102317	1	-1	-1	-1	0	-1	4405	-1	0	1	0
102318	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102400	20	-1	-1	-1	0	4108	-1	-1	0	1	0
102401	20	-1	-1	-1	0	4108	-1	-1	0	1	0
102402	20	-1	-1	-1	0	4108	-1	-1	0	1	0
102403	20	-1	-1	-1	0	4108	-1	-1	0	1	0
102404	20	-1	-1	-1	0	4108	-1	-1	0	1	0
102504	1	-1	-1	-1	0	4104	-1	-1	0	1	0
102505	1	-1	-1	-1	0	-1	4204	-1	0	1	0
102506	1	-1	-1	-1	0	4304	-1	-1	0	1	0
102507	1	-1	-1	-1	0	-1	4405	-1	0	1	0
102508	1	-1	-1	-1	0	4103	-1	-1	0	1	0
102509	1	-1	-1	-1	0	-1	4203	-1	0	1	0
102510	1	-1	-1	-1	0	4303	-1	-1	0	1	0
102511	1	-1	-1	-1	0	-1	4404	-1	0	1	0
102512	1	-1	-1	-1	0	4109	-1	-1	0	1	0
102513	1	-1	-1	-1	0	4109	-1	-1	0	1	0
102514	1	-1	-1	-1	0	4102	-1	-1	0	1	0
102515	1	-1	-1	-1	0	4102	-1	-1	0	1	0
102516	1	-1	-1	-1	0	4110	-1	-1	0	1	0
102517	1	-1	-1	-1	0	4110	-1	-1	0	1	0
102518	1	-1	-1	-1	0	4104	-1	-1	0	1	0
102519	1	-1	-1	-1	0	4110	-1	-1	0	1	0
102520	1	-1	-1	-1	0	4104	-1	-1	0	1	0
102521	1	-1	-1	-1	0	4104	-1	-1	0	1	0
102522	1	-1	-1	-1	0	4103	-1	-1	0	1	0
102523	1	-1	-1	-1	0	4103	-1	-1	0	1	0
102524	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102525	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102526	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102527	1	-1	-1	-1	0	4105	-1	-1	0	1	0
102528	1	-1	-1	-1	0	4105	-1	-1	0	1	0
102529	1	-1	-1	-1	0	4105	-1	-1	0	1	0
102530	1	-1	-1	-1	0	4108	-1	-1	0	1	0
102531	1	-1	-1	-1	0	4108	-1	-1	0	1	0
102532	1	-1	-1	-1	0	4108	-1	-1	0	1	0
102533	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102534	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102535	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102536	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102537	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102538	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102539	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102540	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102541	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102542	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102543	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102544	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102545	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102546	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102547	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102548	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102549	1	-1	-1	-1	0	4107	-1	-1	0	1	0
102550	1	-1	-1	-1	0	4107	-1	-1	0	1	0
102551	1	-1	-1	-1	0	4107	-1	-1	0	1	0
102552	1	-1	-1	-1	0	4107	-1	-1	0	1	0
102553	1	-1	-1	-1	0	4111	-1	-1	0	1	0
102554	1	-1	-1	-1	0	4106	-1	-1	0	1	0
102555	1	-1	-1	-1	0	4111	-1	-1	0	1	0
102612	1	-1	-1	-1	0	-1	4207	-1	0	1	0
102613	1	-1	-1	-1	0	-1	4207	-1	0	1	0
102614	1	-1	-1	-1	0	-1	4202	-1	0	1	0
102615	1	-1	-1	-1	0	-1	4202	-1	0	1	0
102616	1	-1	-1	-1	0	-1	4209	-1	0	1	0
102617	1	-1	-1	-1	0	-1	4209	-1	0	1	0
102618	1	-1	-1	-1	0	-1	4204	-1	0	1	0
102619	1	-1	-1	-1	0	-1	4209	-1	0	1	0
102620	1	-1	-1	-1	0	-1	4204	-1	0	1	0
102621	1	-1	-1	-1	0	-1	4204	-1	0	1	0
102622	1	-1	-1	-1	0	-1	4203	-1	0	1	0
102623	1	-1	-1	-1	0	-1	4203	-1	0	1	0
102624	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102625	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102626	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102627	1	-1	-1	-1	0	-1	4205	-1	0	1	0
102628	1	-1	-1	-1	0	-1	4205	-1	0	1	0
102629	1	-1	-1	-1	0	-1	4205	-1	0	1	0
102630	1	-1	-1	-1	0	-1	4208	-1	0	1	0
102631	1	-1	-1	-1	0	-1	4208	-1	0	1	0
102632	1	-1	-1	-1	0	-1	4208	-1	0	1	0
102633	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102634	1	-1	-1	-1	0	-1	4205	-1	0	1	0
102635	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102636	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102637	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102638	1	-1	-1	-1	0	-1	4205	-1	0	1	0
102639	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102640	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102641	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102642	1	-1	-1	-1	0	-1	4205	-1	0	1	0
102643	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102644	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102645	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102646	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102647	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102648	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102649	1	-1	-1	-1	0	-1	4211	-1	0	1	0
102650	1	-1	-1	-1	0	-1	4211	-1	0	1	0
102651	1	-1	-1	-1	0	-1	4211	-1	0	1	0
102652	1	-1	-1	-1	0	-1	4211	-1	0	1	0
102653	1	-1	-1	-1	0	-1	4210	-1	0	1	0
102654	1	-1	-1	-1	0	-1	4206	-1	0	1	0
102655	1	-1	-1	-1	0	-1	4210	-1	0	1	0
102712	1	-1	-1	-1	0	4311	-1	-1	0	1	0
102713	1	-1	-1	-1	0	4311	-1	-1	0	1	0
102714	1	-1	-1	-1	0	4302	-1	-1	0	1	0
102715	1	-1	-1	-1	0	4302	-1	-1	0	1	0
102716	1	-1	-1	-1	0	4309	-1	-1	0	1	0
102717	1	-1	-1	-1	0	4309	-1	-1	0	1	0
102718	1	-1	-1	-1	0	4304	-1	-1	0	1	0
102719	1	-1	-1	-1	0	4309	-1	-1	0	1	0
102720	1	-1	-1	-1	0	4304	-1	-1	0	1	0
102721	1	-1	-1	-1	0	4304	-1	-1	0	1	0
102722	1	-1	-1	-1	0	4303	-1	-1	0	1	0
102723	1	-1	-1	-1	0	4303	-1	-1	0	1	0
102724	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102725	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102726	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102727	1	-1	-1	-1	0	4305	-1	-1	0	1	0
102728	1	-1	-1	-1	0	4305	-1	-1	0	1	0
102729	1	-1	-1	-1	0	4305	-1	-1	0	1	0
102730	1	-1	-1	-1	0	4308	-1	-1	0	1	0
102731	1	-1	-1	-1	0	4308	-1	-1	0	1	0
102732	1	-1	-1	-1	0	4308	-1	-1	0	1	0
102733	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102734	1	-1	-1	-1	0	4305	-1	-1	0	1	0
102735	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102736	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102737	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102738	1	-1	-1	-1	0	4305	-1	-1	0	1	0
102739	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102740	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102741	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102742	1	-1	-1	-1	0	4305	-1	-1	0	1	0
102743	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102744	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102745	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102746	1	-1	-1	-1	0	4305	-1	-1	0	1	0
102747	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102748	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102749	1	-1	-1	-1	0	4307	-1	-1	0	1	0
102750	1	-1	-1	-1	0	4307	-1	-1	0	1	0
102751	1	-1	-1	-1	0	4307	-1	-1	0	1	0
102752	1	-1	-1	-1	0	4307	-1	-1	0	1	0
102753	1	-1	-1	-1	0	4310	-1	-1	0	1	0
102754	1	-1	-1	-1	0	4306	-1	-1	0	1	0
102755	1	-1	-1	-1	0	4310	-1	-1	0	1	0
102812	1	-1	-1	-1	0	-1	4402	-1	0	1	0
102813	1	-1	-1	-1	0	-1	4402	-1	0	1	0
102814	1	-1	-1	-1	0	-1	4403	-1	0	1	0
102815	1	-1	-1	-1	0	-1	4403	-1	0	1	0
102816	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102817	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102818	1	-1	-1	-1	0	-1	4405	-1	0	1	0
102819	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102820	1	-1	-1	-1	0	-1	4405	-1	0	1	0
102821	1	-1	-1	-1	0	-1	4405	-1	0	1	0
102822	1	-1	-1	-1	0	-1	4404	-1	0	1	0
102823	1	-1	-1	-1	0	-1	4404	-1	0	1	0
102824	1	-1	-1	-1	0	-1	4409	-1	0	1	0
102825	1	-1	-1	-1	0	-1	4409	-1	0	1	0
102826	1	-1	-1	-1	0	-1	4409	-1	0	1	0
102827	1	-1	-1	-1	0	-1	4408	-1	0	1	0
102828	1	-1	-1	-1	0	-1	4408	-1	0	1	0
102829	1	-1	-1	-1	0	-1	4408	-1	0	1	0
102830	1	-1	-1	-1	0	-1	4407	-1	0	1	0
102831	1	-1	-1	-1	0	-1	4407	-1	0	1	0
102832	1	-1	-1	-1	0	-1	4407	-1	0	1	0
102833	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102834	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102835	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102836	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102837	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102838	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102839	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102840	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102841	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102842	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102843	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102844	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102845	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102846	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102847	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102848	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102849	1	-1	-1	-1	0	-1	4411	-1	0	1	0
102850	1	-1	-1	-1	0	-1	4411	-1	0	1	0
102851	1	-1	-1	-1	0	-1	4411	-1	0	1	0
102852	1	-1	-1	-1	0	-1	4411	-1	0	1	0
102853	1	-1	-1	-1	0	-1	4410	-1	0	1	0
102854	1	-1	-1	-1	0	-1	4406	-1	0	1	0
102855	1	-1	-1	-1	0	-1	4410	-1	0	1	0
103001	1	-1	-1	3001	0	21	-1	-1	0	1	0
103002	1	-1	-1	10201	0	-1	-1	-1	0	1	0
103003	1	-1	-1	11001	0	-1	-1	-1	0	1	0
103004	1	-1	-1	1	0	-1	-1	-1	0	1	0
103005	1	-1	-1	2	0	-1	-1	-1	0	1	0
103006	7	-1	-1	10208	0	-1	-1	-1	0	1	0
103007	7	-1	-1	11008	0	-1	-1	-1	0	1	0
103008	10	-1	-1	10211	0	-1	-1	-1	0	1	0
103009	10	-1	-1	11011	0	-1	-1	-1	0	1	0
103011	2	-1	3011	12802	0	-1	-1	-1	0	1	0
103012	3	-1	-1	11403	0	-1	-1	-1	0	1	0
103013	4	-1	-1	12404	0	-1	-1	-1	0	1	0
103014	5	-1	-1	11205	0	-1	-1	-1	0	1	0
103015	11	-1	-1	12211	0	-1	-1	-1	0	1	0
103016	11	-1	-1	11611	0	-1	-1	-1	0	1	0
103017	12	-1	-1	12612	0	-1	-1	-1	0	1	0
103018	12	-1	-1	12012	0	-1	-1	-1	0	1	0
103024	1	-1	-1	4001	0	-1	-1	-1	0	1	0
103025	1	-1	-1	4002	0	-1	-1	-1	0	1	0
103026	1	-1	-1	4003	0	-1	-1	-1	0	1	0
103027	1	-1	-1	4004	0	-1	-1	-1	0	1	0
103028	1	-1	-1	4005	0	-1	-1	-1	0	1	0
103029	1	-1	-1	4006	0	-1	-1	-1	0	1	0
103030	9	-1	3027	3027	0	-1	-1	-1	0	1	0
103031	9	-1	3028	3028	0	-1	-1	-1	0	1	0
103034	10	-1	3034	3034	0	-1	-1	-1	0	1	0
103035	10	-1	3035	3034	0	-1	-1	-1	0	1	0
103036	10	-1	3036	3029	0	-1	-1	-1	0	1	0
103037	10	-1	3037	3030	0	-1	-1	-1	0	1	0
103038	10	-1	-1	3038	0	-1	-1	-1	0	1	0
103039	10	-1	-1	3041	0	-1	-1	-1	0	1	0
103040	10	-1	-1	3042	0	-1	-1	-1	0	1	0
103041	10	-1	-1	3043	0	-1	-1	-1	0	1	0
103042	10	-1	-1	3044	0	-1	-1	-1	0	1	0
103043	10	-1	-1	3045	0	-1	-1	-1	0	1	0
103044	10	-1	-1	3046	0	-1	-1	-1	0	1	0
103045	10	-1	-1	3047	0	-1	-1	-1	0	1	0
103046	10	-1	-1	3048	0	-1	-1	-1	0	1	0
103047	10	-1	-1	3049	0	-1	-1	-1	0	1	0
103048	10	-1	-1	11010	0	-1	-1	-1	0	1	0
103051	10	-1	-1	3029	0	4	-1	-1	0	1	0
103052	10	-1	-1	3029	0	4	-1	-1	0	1	0
103053	10	-1	-1	3029	0	4	-1	-1	0	1	0
103054	10	-1	-1	50	0	4	-1	-1	0	1	0
103055	10	-1	-1	51	0	4	-1	-1	0	1	0
103056	10	-1	-1	3029	0	4	-1	-1	0	1	0
103057	10	-1	-1	52	0	4	-1	-1	0	1	0
103058	10	-1	-1	53	0	4	-1	-1	0	1	0
103059	10	-1	-1	3029	0	4	-1	-1	0	1	0
103060	10	-1	-1	54	0	4	-1	-1	0	1	0
103061	10	-1	-1	55	0	4	-1	-1	0	1	0
103062	10	-1	-1	56	0	4	-1	-1	0	1	0
103063	10	-1	-1	57	0	4	-1	-1	0	1	0
103064	10	-1	-1	58	0	4	-1	-1	0	1	0
103071	15	-1	-1	3071	0	4	-1	-1	0	1	0
103072	15	-1	501	3072	0	4	-1	-1	0	1	0
103073	15	-1	502	3073	0	4	-1	-1	0	1	0
103074	15	-1	503	3074	0	4	-1	-1	0	1	0
103075	10	-1	504	3075	0	4	-1	-1	0	1	0
103076	10	-1	505	3076	0	4	-1	-1	0	1	0
103077	15	-1	3071	10215	0	4	-1	-1	0	1	0
103078	10	-1	3071	62	0	4	-1	-1	0	1	0
103079	10	-1	3071	63	0	4	-1	-1	0	1	0
103080	15	-1	3071	10215	0	4	-1	-1	0	1	0
103081	10	-1	3071	64	0	4	-1	-1	0	1	0
103082	10	-1	3071	65	0	4	-1	-1	0	1	0
103083	15	-1	3071	10215	0	4	-1	-1	0	1	0
103084	15	-1	3071	10215	0	4	-1	-1	0	1	0
103085	15	-1	3071	10215	0	4	-1	-1	0	1	0
103100	15	-1	3071	11015	0	-1	-1	-1	0	1	0
104000	1	-1	-1	-1	0	-1	-1	-1	0	1	0
105001	10	-1	-1	4007	0	-1	-1	-1	0	1	0
106000	1	-1	-1	-1	0	5	-1	-1	0	1	0
106001	1	-1	-1	-1	0	5	-1	-1	0	1	0
106003	1	-1	-1	-1	0	5	-1	-1	0	1	0
110001	1	-1	-1	10001	0	21	-1	-1	0	1	0
110002	15	-1	-1	10002	0	22	-1	-1	0	1	0
