ParamID	id	name	AValue	remark	type	defaultvalue	max	min	flag	MySqlFlag
16	15	payvalue	0	消费额	int32				33	0
16	16	viplevel	0	vip等级	uint8		255	0	49	0
17	0	teamid	0		int64				33	0
17	1	leaderdid	0		int64				33	0
17	2	teamtype	0		uint8		255	0	289	0
17	3	allotrule	0		uint8		255	0	289	0
17	4	marksceneid	0		int32	0			1	0
17	5	markzoneid	0		uint16	0			1	0
17	6	markposx	0		f32	0			1	0
17	7	markposy	0		f32	0			1	0
17	8	markposz	0		f32	0			1	0
17	9	marktitle	0		Char64				1	0
17	10	TokenID	0		uint16	0			1	0
18	0	teamid	0	队DID	int64				33	0
18	1	avatardid	0	成员DID	int64				33	0
18	2	name	0	成员名称	Char64				33	0
18	3	vocation	0	成员职业	uint8		255	0	33	0
18	4	worldflag	0	是否在线	uint8		255	0	145	0
18	11	avatarid	0	成员ID	int32				145	0
18	12	sceneid	0	成员所在场景	int32				657	0
18	13	positionx	0	x坐标	f32	0			529	0
18	14	positiony	0	y坐标	f32	0			529	0
18	15	positionz	0	z坐标	f32	0			529	0
18	16	level	0	成员等级	uint8		100	0	657	0
18	17	nodeflag	0	成员在线、死亡等状态标志	uint8		255	0	657	0
18	18	hp	0	成员当前血量	f32				529	0
18	19	maxhp	0	最大血量	f32				529	0
18	20	teamslot	0	团队成员的位置	int8	-1	127		529	0
18	21	teampost	0	成员职位	uint8		255		529	0
18	30	TokenID	0	队伍成员令牌	uint16	0			529	0
19	0	page_index	0		int8	0	4	0	41	0
19	1	page_count	0		int8	1	5	1	41	0
19	11	level_jin	0		Char64				41	0
19	12	level_mu	0		Char64				41	0
19	13	level_shui	0		Char64				41	0
19	14	level_huo	0		Char64				41	0
19	15	level_tu	0		Char64				41	0
19	21	page_0	0		Char64				41	0
19	22	page_1	0		Char64				41	0
19	23	page_2	0		Char64				41	0
19	24	page_3	0		Char64				41	0
19	25	page_4	0		Char64				41	0
19	31	page_0_name	0		Char32				41	0
19	32	page_1_name	0		Char32				41	0
19	33	page_2_name	0		Char32				41	0
19	34	page_3_name	0		Char32				41	0
19	35	page_4_name	0		Char32				41	0
19	41	guidhigh	0		int64				33	0
19	42	guidlow	0		int64				33	0
20	0	guidhigh	0		int64		9223372036854775807	-9223372036854775808	97	0
20	1	guidlow	0		int64		9223372036854775807	-9223372036854775808	97	0
20	2	fireid	0		int32				41	0
20	3	firelevel	0	等级	uint32	1			41	0
20	4	callcd	0	召唤异火CD	uint32				41	0
20	5	lifecd	0	火源扣除时间	uint32				41	0
20	6	resid	0	资源id	uint16				49	0
20	7	exp	0	经验	uint64				41	0
20	8	life	0	寿命	uint16				41	0
20	9	unusedpoint	0	未使用点数	uint16				41	0
20	10	aptseed	0	初始资质种子	uint32				41	0
20	11	attseed	0	初始二级属性种子	uint32				41	0
20	12	name	0	名字	Char64				41	0
20	13	grow	0	成长值	uint16				41	0
20	14	attackpreference	0	灵智(攻击偏好)	int8				41	0
20	15	refininglevel	0	炼化等级	int8	1			41	0
20	16	melting	0	淬炼次数	int8				41	0
20	17	sortid	0	排序ID	int16				41	0
20	18	preparewarid	0	备战编号	int8				41	0
20	19	lock	0	锁	int8				41	0
20	20	curhp	0	当前生命	f32				41	0
20	30	strength	0	力量	int16				41	0
20	31	intelligence	0	魔力	int16				41	0
20	32	agility	0	敏捷	int16				41	0
20	33	stamina	0	耐力	int16				41	0
20	34	constitution	0	体质	int16				41	0
20	39	strengthaptitude	0	力量资质	int16				41	0
20	40	intelligenceaptitude	0	魔力资质	int16				41	0
20	41	agilityaptitude	0	敏捷资质	int16				41	0
20	42	staminaaptitude	0	耐力资质	int16				41	0
20	44	constitutionaptitude	0	体质资质	int16				41	0
20	50	skillid1	0	技能	uint16				41	0
20	51	skillid2	0	技能	uint16				41	0
20	52	skillid3	0	技能	uint16				41	0
20	53	skillid4	0	技能	uint16				41	0
20	54	skillid5	0	技能	uint16				41	0
20	55	skillid6	0	技能	uint16				41	0
20	56	skillid7	0	技能	uint16				41	0
20	57	skillid8	0	技能	uint16				41	0
20	58	skillactivation	0	技能激活状态	int16				41	0
20	60	bornstrength	0	天生力量	int16				41	0
20	61	bornintelligence	0	天生魔力	int16				41	0
20	62	bornagility	0	天生敏捷	int16				41	0
20	63	bornstamina	0	天生耐力	int16				41	0
20	64	bornconstitution	0	天生体质	int16				41	0
21	1	playerdid	0	好友DID	int64		9223372036854775807	-9223372036854775808	41	0
21	9	guidhigh	0	guid	int64		9223372036854775807	-9223372036854775808	33	0
21	10	guidlow	0	guid	int64		9223372036854775807	-9223372036854775808	33	0
21	11	avatarname	0	好友名字	Char32				41	0
21	12	vocation	0	职业	uint8	0			41	0
21	13	level	0	等级	uint8	0			41	0
21	21	flag	0	在线,组队状态	uint8	0			9	0
21	23	scenesid	0	所在场景	uint16	0			9	0
21	30	intparam0	0		int32	0			41	0
21	31	intparam1	0		int32	0			41	0
21	32	intparam2	0		int32	0			41	0
21	33	intparam3	0		int32	0			41	0
21	34	intparam4	0		int32	0			41	0
21	41	int8param0	0		int8	0			41	0
21	42	int8param1	0		int8	0			41	0
21	51	char32param0	0		Char32				41	0
22	0	guidhigh	0	guid	int64		9223372036854775807	-9223372036854775808	33	0
22	1	guidlow	0	guid	int64		9223372036854775807	-9223372036854775808	33	0
22	2	savetime	0	存储的时间	int64	0	9223372036854775807	0	33	0
22	3	groupid0	0	0组	int64	-1	9223372036854775807	-1	33	0
22	4	groupid1	0	1组	int64	-1	9223372036854775807	-1	33	0
22	5	groupid2	0	2	int64	-1	9223372036854775807	-1	33	0
22	6	groupid3	0	3	int64	-1	9223372036854775807	-1	33	0
22	7	groupid4	0	4	int64	-1	9223372036854775807	-1	33	0
22	8	groupid5	0	5	int64	-1	9223372036854775807	-1	33	0
22	9	groupid6	0	6	int64	-1	9223372036854775807	-1	33	0
22	10	groupid7	0	7	int64	-1	9223372036854775807	-1	33	0
22	11	groupid8	0	8	int64	-1	9223372036854775807	-1	33	0
22	12	groupid9	0	9	int64	-1	9223372036854775807	-1	33	0
22	13	groupid10	0	10	int64	-1	9223372036854775807	-1	33	0
22	14	groupid11	0	11	int64	-1	9223372036854775807	-1	33	0
22	15	groupid12	0	12	int64	-1	9223372036854775807	-1	33	0
22	16	groupid13	0	13	int64	-1	9223372036854775807	-1	33	0
22	17	groupid14	0	14	int64	-1	9223372036854775807	-1	33	0
22	18	groupid15	0	15	int64	-1	9223372036854775807	-1	33	0
23	0	guidhigh	0	guid	int64		9223372036854775807	-9223372036854775808	41	0
23	1	guidlow	0	guid	int64		9223372036854775807	-9223372036854775808	41	0
23	2	level	0	等级	int32		2147483647	0	41	0
23	3	exp	0	当前熟练度	int32		2147483647	0	41	0
23	4	expmax	0	升级所需熟练度	int32		2147483647	0	41	0
23	5	paramint1	0	捕虫1时间	int64				41	0
23	6	paramint2	0	捕虫1时间	int64				41	0
23	7	paramint3	0	int参数	int64				41	0
23	8	info1	0	捕虫1信息	int64		9223372036854775807	-9223372036854775808	41	0
23	9	info2	0	捕虫2信息	int64		9223372036854775807	-9223372036854775808	41	0
23	10	info3	0	捕虫3信息	int64		9223372036854775807	-9223372036854775808	41	0
23	11	lineinfo	0	各虫点分线信息	int32		2147483647	-2147483647	41	0
23	12	avatarid1	0	虫点id1	int64	-1	9223372036854775807	-9223372036854775808	41	0
23	13	avatarid2	0	虫点id2	int64	-1	9223372036854775807	-9223372036854775808	41	0
23	14	avatarid3	0	虫点id3	int64	-1	9223372036854775807	-9223372036854775808	41	0
32	1	resid	0		int32		2147483647	0	17	0
32	2	slotcount	0		int32		6	0	17	0
32	3	slot0	0		int32		2147483647	-1	17	0
32	4	slot1	0		int32		2147483647	-1	17	0
32	5	slot2	0		int32		2147483647	-1	17	0
32	6	slot3	0		int32		2147483647	-1	17	0
32	7	slot4	0		int32		2147483647	-1	17	0
32	8	ownerid	0		int32	0	2147483647	-1	17	0
32	10	mp	0		f32		2147483647	-1	17	0
32	11	mpmax	0		f32		2147483647	-1	17	0
32	12	part_enable_mask	0		int32		2147483647	-1	17	0
32	13	part_break_mask	0		int32		2147483647	-1	17	0
32	14	bornanim	0		int16		20000	-1	17	0
32	15	npcflag	0		int32		256	0	17	0
32	16	createshow	0		int8		1	0	17	0
32	17	homeposx	0		f32		2147483647	0	17	0
32	18	homeposy	0		f32		2147483647	0	17	0
32	19	homeposz	0		f32		2147483647	0	17	0
32	20	level	0		uint8		255	0	17	0
32	21	modid	0		int32		30000	0	17	0
32	22	starlevel	0		int8		100	0	0	0
32	23	vocation	0		uint8		127	0	0	0
32	24	hp	0		f32		2147483647	0	17	0
32	25	hpmax	0		f32		2147483647	0	17	0
32	26	vehicletype	0		int8		100	0	17	0
32	27	camp	0		uint8		255	1	0	0
32	28	collisiontype	0		int32		2147483647	0	0	0
32	30	part_model_type_id_0	0		int32		2147483647	-1	0	0
32	31	part_model_type_id_1	0		int32		2147483647	-1	0	0
32	32	part_model_type_id_2	0		int32		2147483647	-1	0	0
32	33	part_model_type_id_3	0		int32		2147483647	-1	0	0
32	34	part_model_type_id_4	0		int32		2147483647	-1	0	0
32	35	part_model_type_id_5	0		int32		2147483647	-1	0	0
32	36	part_model_type_id_6	0		int32		2147483647	-1	0	0
32	37	part_model_type_id_7	0		int32		2147483647	-1	0	0
32	38	slot_info_0	0		int32	-1	2147483647	-1	17	0
32	39	slot_info_1	0		int32	-1	2147483647	-1	17	0
32	40	slot_info_2	0		int32	-1	2147483647	-1	17	0
32	41	slot_info_3	0		int32	-1	2147483647	-1	17	0
32	42	slot_info_4	0		int32	-1	2147483647	-1	17	0
32	43	comstate	0		uint64		18446744073709551615	0	273	0
32	44	sceneid	0		int32		2147483647	-2147483647	0	0
32	45	playergeton_slot0	0		int8	0	1	0	17	0
32	46	playergeton_slot1	0		int8	0	1	0	17	0
32	47	playergeton_slot2	0		int8	0	1	0	17	0
32	48	playergeton_slot3	0		int8	0	1	0	17	0
32	49	playergeton_slot4	0		int8	0	1	0	17	0
32	50	downcoordinatex	0		f32		2048	0	17	0
32	51	downcoordinatey	0		f32		2048	0	17	0
32	52	downcoordinatez	0		f32		2048	0	17	0
32	53	bornmoveposx	0		f32		2147483647	0	0	0
32	54	bornmoveposy	0		f32		2147483647	0	0	0
32	55	bornmoveposz	0		f32		2147483647	0	0	0
32	56	skill_id0	0		int32	-1			17	0
32	57	skill_id1	0		int32	-1			17	0
32	58	skill_id2	0		int32	-1			17	0
32	59	skill_id3	0		int32	-1			17	0
32	60	skill_id4	0		int32	-1			17	0
32	61	skill_id5	0		int32	-1			17	0
32	62	spr	0		f32	1	10	0	273	0
32	63	skillvalidflag	0		uint32			0	273	0
32	64	masterid	0		int32	0	2147483647		17	0
33	0	guidhigh	0		int64		9223372036854775807	-9223372036854775808	105	0
33	1	guidlow	0		int64		9223372036854775807	-9223372036854775808	105	0
33	2	data0	0		int32		2147483647	-2147483647	47	0
33	3	data1	0		int32		2147483647	-2147483647	47	0
33	4	data2	0		int32		2147483647	-2147483647	47	0
33	5	data3	0		int32		2147483647	-2147483647	47	0
33	6	data4	0		int32		2147483647	-2147483647	47	0
33	7	data5	0		int32		2147483647	-2147483647	47	0
33	8	data6	0		int32		2147483647	-2147483647	47	0
33	9	data7	0		int32		2147483647	-2147483647	47	0
33	10	data8	0		int32		2147483647	-2147483647	47	0
33	11	data9	0		int32		2147483647	-2147483647	47	0
33	12	data10	0		int32		2147483647	-2147483647	47	0
33	13	data11	0		int32		2147483647	-2147483647	47	0
33	14	data12	0		int32		2147483647	-2147483647	47	0
33	15	data13	0		int32		2147483647	-2147483647	47	0
33	16	data14	0		int32		2147483647	-2147483647	47	0
33	17	data15	0		int32		2147483647	-2147483647	47	0
33	18	data16	0		int32		2147483647	-2147483647	47	0
33	19	data17	0		int32		2147483647	-2147483647	47	0
33	20	data18	0		int32		2147483647	-2147483647	47	0
33	21	data19	0		int32		2147483647	-2147483647	47	0
40	0	SceneProcessBits	0		int64	1			17	0
40	1	SceneInstanceBits	0		int64	1			17	0
40	2	ComState	0		int64	0			17	0
40	3	Timer	0	计时器	int32	0			17	0
40	4	TimerTipID	0	计时器Tip	int32	0			17	0
40	5	CountDown	0	倒计时的计时器	int32	0			17	0
40	6	CountDownTipID	0	倒计时Tip	int32	0			17	0
40	7	ParallelBits	0	分线标志	uint32	0			17	0
40	8	SceneCollisionBits	0	场景碰撞标记为	int64	0			17	0
40	9	DayTime	0	TOD时间	f32	0			17	0
40	10	TODSpeed	0	Tod Speed	f32	1			17	0
40	21	UserData0	0		int32	0			17	0
40	22	UserData1	0		int32	0			17	0
40	23	UserData2	0		int32	0			17	0
40	24	UserData3	0		int32	0			17	0
40	25	UserData4	0		int32	0			17	0
40	26	UserData5	0		int32	0			17	0
40	27	UserData6	0		int32	0			17	0
40	28	UserData7	0		int32	0			17	0
40	29	UserData8	0		int32	0			17	0
40	30	UserData9	0		int32	0			17	0
40	40	UserDataStr0	0		Char64	0			17	0
40	41	UserDataStr1	0		Char64	0			17	0
45	0	logicid	0		int32		65536	0	7	0
45	1	dataid	0		int32		65536	0	7	0
45	2	name	0		Char32		0	0	31	0
45	3	modelid	0		int32		655360	-1	7	0
45	4	str	0		int32		655360	0	7	0
45	9	level	0		uint8		100	0	31	0
45	10	reqlevel	0		uint8		100	0	7	0
45	11	type	0		int32		119	-1	7	0
45	12	profession	0		uint8		64	0	7	0
45	13	durability	0		int16		32767	0	31	0
45	14	agi	0		int32		655360	0	7	0
45	15	hpmax	0		int32		655360	0	7	0
45	16	wit	0		int32		655360	0	7	0
45	17	spmax	0		int32		655360	0	7	0
45	18	phy	0		int32		655360	0	7	0
45	21	loricae	0		int32		655360	0	7	0
45	22	atkpoint	0		int32		655360	0	7	0
45	23	defpoint	0		int32		655360	0	7	0
45	24	critical	0		int32		655360	0	7	0
45	25	ctlresist	0		int32		655360	0	7	0
45	26	ctlmultiple	0		int32		655360	0	7	0
45	27	damenhance	0		int32		655360	0	7	0
45	28	damreduce	0		int32		655360	0	7	0
45	29	blockdamagederate	0		int32		100	0	7	0
45	30	sprecover	0		int32		2147483647	-4294967295	7	0
45	31	hprecover	0		int32		655360	0	7	0
45	32	breakpoint	0		int32		655360	0	7	0
45	33	breakresistance	0		int32		655360	0	7	0
45	34	attackspeed	0		int32		655360	0	7	0
45	35	movespeed	0		int32		655360	0	7	0
45	36	faint	0		int32		655360	0	7	0
45	37	faintresistance	0		int32		655360	0	7	0
45	38	expendable	0		uint8		1	0	7	0
45	39	bagtype	0		int8		2	-1	47	0
45	41	slotid	0		int16		32767	-1	47	0
45	42	actionbarid	0		int8		63	-1	47	0
45	43	actionslotid	0		int8		100	-1	47	0
45	44	quantity	0		int32		100	0	47	0
45	45	icon	0		Char32		0	0	7	0
45	47	ringpos	0		int8		1	0	7	0
45	48	charmpos	0		int8		1	0	7	0
45	49	weapontype	0		int32		655360	0	7	0
45	50	AttributeGroupID	0		int32		655360	0	7	0
45	60	itemhighid	0		int64		9223372036854775807	-9223372036854775808	39	0
45	61	itemlowid	0		int64		9223372036854775807	-9223372036854775808	39	0
45	62	maxnum	0		int32		100	0	7	0
45	63	ownerid	0		int64		9223372036854775807	-9223372036854775808	39	0
45	64	ownertype	0		int8		1	0	39	0
45	65	reqprofession	0		uint8		64	0	39	0
45	66	durabilitymax	0		int16		32767	0	39	0
45	67	quality	0		uint8		3	0	39	0
45	68	color	0		int32		255	-1	55	0
45	69	slotsize	0		uint8		3	0	39	0
45	70	nextlevelid	0		int32		655360	0	7	0
45	71	lvuplogicid	0		int32		655360	0	7	0
45	72	lvup_param01	0		int32		655360	0	7	0
45	73	lvup_data01	0		int32		655360	0	7	0
45	74	lvup_num01	0		int32		655360	0	7	0
45	75	lvup_param02	0		int32		655360	0	7	0
45	76	lvup_data02	0		int32		655360	0	7	0
45	77	lvup_num02	0		int32		655360	0	7	0
45	78	lvup_param03	0		int32		655360	0	7	0
45	79	lvup_data03	0		int32		655360	0	7	0
45	80	lvup_num03	0		int32		655360	0	7	0
45	81	lvup_param04	0		int32		655360	0	7	0
45	82	lvup_data04	0		int32		655360	0	7	0
45	83	lvup_num04	0		int32		655360	0	7	0
45	84	lvup_param05	0		int32		655360	0	7	0
45	85	lvup_data05	0		int32		655360	0	7	0
45	86	lvup_num05	0		int32		655360	0	7	0
45	87	make_param01	0		int32		655360	0	7	0
45	88	make_data01	0		int32		655360	0	7	0
45	89	make_num01	0		int32		655360	0	7	0
45	90	make_param02	0		int32		655360	0	7	0
45	91	make_data02	0		int32		655360	0	7	0
45	92	make_num02	0		int32		655360	0	7	0
45	93	make_param03	0		int32		655360	0	7	0
45	94	make_data03	0		int32		655360	0	7	0
45	95	make_num03	0		int32		655360	0	7	0
45	96	make_param04	0		int32		655360	0	7	0
45	97	make_data04	0		int32		655360	0	7	0
45	98	make_num04	0		int32		655360	0	7	0
45	99	make_param05	0		int32		655360	0	7	0
45	100	make_data05	0		int32		655360	0	7	0
45	101	make_num05	0		int32		655360	0	7	0
45	102	makelogicid	0		int32		655360	0	7	0
45	103	lootresid	0		int32		2147483647	0	7	0
45	120	colorsize	0		int32		255	0	39	0
45	144	deflevel	0		int32		2147483647	0	7	0
46	0	guidhigh	0		int64		9223372036854775807	-9223372036854775808	105	0
46	1	guidlow	0		int64		9223372036854775807	-9223372036854775808	105	0
46	2	idx	0		int32		2147483647	-2147483647	47	0
46	3	data0	0		int32		2147483647	-2147483647	47	0
46	4	data1	0		int32		2147483647	-2147483647	47	0
46	5	data2	0		int32		2147483647	-2147483647	47	0
46	6	data3	0		int32		2147483647	-2147483647	47	0
46	7	data4	0		int32		2147483647	-2147483647	47	0
46	8	data5	0		int32		2147483647	-2147483647	47	0
46	9	data6	0		int32		2147483647	-2147483647	47	0
46	10	data7	0		int32		2147483647	-2147483647	47	0
46	11	data8	0		int32		2147483647	-2147483647	47	0
46	12	data9	0		int32		2147483647	-2147483647	47	0
46	13	data10	0		int32		2147483647	-2147483647	47	0
46	14	data11	0		int32		2147483647	-2147483647	47	0
46	15	data12	0		int32		2147483647	-2147483647	47	0
46	16	data13	0		int32		2147483647	-2147483647	47	0
46	17	data14	0		int32		2147483647	-2147483647	47	0
46	18	data15	0		int32		2147483647	-2147483647	47	0
46	19	data16	0		int32		2147483647	-2147483647	47	0
46	20	data17	0		int32		2147483647	-2147483647	47	0
46	21	data18	0		int32		2147483647	-2147483647	47	0
46	22	data19	0		int32		2147483647	-2147483647	47	0
49	0	auctionhighid	0		int64		9223372036854775807	-9223372036854775808	47	0
49	1	auctionlowid	0		int64		9223372036854775807	-9223372036854775808	47	0
49	2	srcavatardid	0		int64		9223372036854775807	-9223372036854775808	47	0
49	3	srcname	0		Char32		255	0	47	0
49	4	bideravatardid	0		int64		9223372036854775807	-9223372036854775808	47	0
49	5	bidername	0		Char32		255	0	47	0
49	6	startprice	0		int32		127	0	47	0
49	7	buyoutprice	0		int32		2147483647	0	47	0
49	8	highestprice	0		int32		2147483647	0	47	0
49	9	objtypeid	0		int32		2147483647	-2147483648	47	0
49	11	count	0		int32		2147483647	0	47	0
49	12	expiretime	0		int32		2147483647	-2147483648	47	0
49	13	state	0		int32		2147483647	-2147483648	47	0
49	14	time	0		uint32		4294967295	0	47	0
50	0	FrameMin	0		int32	0	2147483647	0	1	0
50	1	FrameMax	0		int32	0	2147483647	0	1	0
50	2	FrameAvg	0		int32	0	2147483647	0	1	0
50	3	GameMin	0		int32	0	2147483647	0	1	0
50	4	GameMax	0		int32	0	2147483647	0	1	0
50	5	GameAvg	0		int32	0	2147483647	0	1	0
50	6	PacketMin	0		int32	0	2147483647	0	1	0
50	7	PacketMax	0		int32	0	2147483647	0	1	0
50	8	PacketAvg	0		int32	0	2147483647	0	1	0
50	9	SleepMin	0		int32	0	2147483647	0	1	0
50	10	SleepMax	0		int32	0	2147483647	0	1	0
50	11	SleepAvg	0		int32	0	2147483647	0	1	0
50	12	SleepRate	0		f32	0	100	0	1	0
50	13	AvgFrameTime	0		f32	0	2147483647	0	1	0
50	14	TotalSeconds	0		f32	0	2147483647	0	1	0
50	17	ServerID	0		int32	0	2147483647	0	1	0
50	18	RunState	0		int8	0	127	0	1	0
50	19	FrameCnt	0		uint64	0	9223372036854775807	0	1	0
50	20	PeerIP	0	内网IP	Char32				1	0
50	21	PeerPort	0	内网端口	int32	0	2147483647	0	1	0
50	22	WorldIP	0		Char32				1	0
50	23	WorldPort	0		int32	0	2147483647	0	1	0
50	24	DBType	0		int32	0	2147483647	0	1	0
50	25	DBCName	0		Char32	0	2147483647	0	1	0
50	26	PeerIOCP	0	内网完成端口模型	uint8	0	127	0	1	0
50	30	PeerRecvPacketCnt	0		f32	0	2147483647	0	1	0
50	31	PeerRecvBytes	0		f32	0	2147483647	0	1	0
50	32	PeerRecvPacketAvgSize	0		f32	0	2147483647	0	1	0
50	33	PeerRecvListSize	0		int32	0	2147483647	0	1	0
50	40	PeerSendPacketCnt	0		f32	0	2147483647	0	1	0
50	41	PeerSendBytes	0		f32	0	2147483647	0	1	0
50	42	PeerSendPacketAvgSize	0		f32	0	2147483647	0	1	0
50	43	PeerSendListSize	0		int32	0	2147483647	0	1	0
51	1	DBAID	0		int32	0	2147483647	0	1	0
51	2	LoginID	0		int32	0	2147483647	0	1	0
51	4	GateCnt	0		int32	0	2147483647	0	1	0
51	5	LocalNodeCnt	0		int32	0	2147483647	0	1	0
51	6	RemoteNodeCnt	0		int32	0	2147483647	0	1	0
51	7	PlayerCnt	0		int32	0	2147483647	0	1	0
51	8	SceneCnt	0		int32	0	2147483647	0	1	0
51	9	TrunkCnt	0		int32	0	2147483647	0	1	0
51	10	CopyCnt	0		int32	0	2147483647	0	1	0
51	11	TeamCopyCnt	0		int32	0	2147483647	0	1	0
51	12	TrunkCopyCnt	0		int32	0	2147483647	0	1	0
51	13	RootCopyCnt	0		int32	0	2147483647	0	1	0
51	14	SceneLoadValue	0		int32	0	2147483647	0	1	0
51	15	SubWorldCnt	0		int32	0	2147483647	0	1	0
51	16	WarID	0		int32	0	2147483647	0	1	0
51	20	DBAIP	0		Char32				1	0
51	21	DBAPort	0		int32	0	2147483647	0	1	0
51	22	MotherIP	0		Char32				1	0
51	23	MotherPort	0		int32	0	2147483647	0	1	0
51	24	WarIP	0		Char32				1	0
51	25	WarPort	0		int32	0	2147483647	0	1	0
51	26	ZoneID	0		int32	0	2147483647	0	1	0
51	27	GroupID	0		int32	0	2147483647	0	1	0
51	28	WarWorld	0		int8	0	127	0	1	0
51	30	WS_Logining	0		int32	0	2147483647	0	1	0
51	31	WS_Logined	0		int32	0	2147483647	0	1	0
51	32	WS_DataLoading	0		int32	0	2147483647	0	1	0
51	33	WS_DataReady	0		int32	0	2147483647	0	1	0
51	34	WS_WaitScene	0		int32	0	2147483647	0	1	0
51	35	WS_Decommission	0		int32	0	2147483647	0	1	0
51	36	WS_Commission	0		int32	0	2147483647	0	1	0
51	37	WS_Jumping	0		int32	0	2147483647	0	1	0
51	38	WS_Gaming	0		int32	0	2147483647	0	1	0
51	39	WS_ExitGame	0		int32	0	2147483647	0	1	0
51	40	WS_DataSaving	0		int32	0	2147483647	0	1	0
51	41	WS_Billing	0		int32	0	2147483647	0	1	0
51	42	GuildCopyCnt	0		int32	0	2147483647	0	1	0
52	1	WorldID	0		int32	0	2147483647	0	1	0
52	4	GateCnt	0		int32	0	2147483647	0	1	0
52	5	ClientCnt	0		int32	0	2147483647	0	1	0
52	10	NewLinkCnt	0		int32	0	2147483647	0	1	0
52	11	LoginUserCnt	0		int32	0	2147483647	0	1	0
52	12	WaitUserCnt	0		int32	0	2147483647	0	1	0
52	13	SrvIP	0		Char32	0			1	0
52	14	SrvPort	0		int32	0	2147483647	0	1	0
52	15	SrvIOCP	0		uint8	0	127	0	1	0
52	22	BillingIP	0		Char32				1	0
52	23	BillingPort	0		int32	0	2147483647	0	1	0
52	24	IsBillingConnect	0		int32	0	2147483647	0	1	0
52	30	CltRecvPacketCnt	0		int32	0	2147483647	0	1	0
52	31	CltRecvBytes	0		int32	0	2147483647	0	1	0
52	32	CltRecvPacketAvgSize	0		int32	0	2147483647	0	1	0
52	33	CltSendPacketCnt	0		int32	0	2147483647	0	1	0
52	34	CltSendBytes	0		int32	0	2147483647	0	1	0
52	35	CltSendPacketAvgSize	0		int32	0	2147483647	0	1	0
53	1	WorldID	0		int32	0	2147483647	0	1	0
53	22	DBName	0		Char32				1	0
54	1	WorldID	0		int32	0	2147483647	0	1	0
54	4	GateCnt	0		int32	0	2147483647	0	1	0
54	5	PlayerCnt	0		int32	0	2147483647	0	1	0
54	6	NPCCnt	0		int32	0	2147483647	0	1	0
54	7	SceneLoadValue	0		int32	0	2147483647	0	1	0
54	8	SceneCnt	0		int32	0	2147483647	0	1	0
54	9	TrunkCnt	0		int32	0	2147483647	0	1	0
54	10	CopyCnt	0		int32	0	2147483647	0	1	0
54	11	TeamCopyCnt	0		int32	0	2147483647	0	1	0
54	12	TrunkCopyCnt	0		int32	0	2147483647	0	1	0
54	13	RootCopyCnt	0		int32	0	2147483647	0	1	0
54	14	GuildCopyCnt	0		int32	0	2147483647	0	1	0
55	1	WorldID	0		int32	0	2147483647	0	1	0
55	2	LoginID	0		int32	0	2147483647	0	1	0
55	5	LocalNodeCnt	0		int32	0	2147483647	0	1	0
55	6	RemoteNodeCnt	0		int32	0	2147483647	0	1	0
55	7	AvatarCnt	0		int32	0	2147483647	0	1	0
55	10	NewLinkCnt	0		int32	0	2147483647	0	1	0
55	11	PasskeyInfoCnt	0		int32	0	2147483647	0	1	0
55	12	ClientInfoCnt	0		int32	0	2147483647	0	1	0
55	13	SrvIP	0		Char32	0			1	0
55	14	SrvPort	0		int32	0	2147483647	0	1	0
55	15	SrvIOCP	0		uint8	0	127	0	1	0
55	30	CltRecvPacketCnt	0		f32	0	2147483647	0	1	0
55	31	CltRecvBytes	0		f32	0	2147483647	0	1	0
55	32	CltRecvPacketAvgSize	0		f32	0	2147483647	0	1	0
55	33	CltRecvListSize	0		int32	0	2147483647	0	1	0
55	40	CltSendPacketCnt	0		f32	0	2147483647	0	1	0
55	41	CltSendBytes	0		f32	0	2147483647	0	1	0
55	42	CltSendPacketAvgSize	0		f32	0	2147483647	0	1	0
55	43	CltSendListSize	0		int32	0	2147483647	0	1	0
56	0	shopid	0		int32	-1	2147483647	-2147483647	41	0
56	1	avatardid	0		int64	-1	9223372036854775807	-9223372036854775808	41	0
56	2	avatartitle	0		Char32		255	0	41	0
56	3	shopname	0		Char32		255	0	41	0
56	4	shoptype	0		int32	0	2147483647	-2147483647	41	0
56	5	shopdes	0		Char64		255	0	41	0
56	6	shopgold	0		uint32	0	4294967294	0	41	0
56	7	nametype	0		int32	0	2147483647	-2147483647	41	0
56	8	barcount	0		int32	0	2147483647	-2147483647	41	0
56	9	shopstate	0		int32	0	2147483647	-2147483647	41	0
56	10	lasttime	0		int32	0	2147483647	-2147483647	41	0
56	11	sellgold	0		uint32	0	2147483647	0	41	0
56	12	repairgold	0		uint32	0	4294967294	0	41	0
56	14	repairgoldcd	0		uint32	0	4294967294	0	41	0
56	15	newrepairgold	0		uint32	0	4294967294	0	41	0
56	16	breakouttime	0		uint32	0	4294967294	0	41	0
57	0	shopid	0		int32	-1	2147483647	-2147483648	41	0
57	1	shopbarid	0		int32	-1	2147483647	-2147483648	41	0
57	2	barstate	0		int32	0	2147483647	-2147483648	41	0
57	3	itemcount	0		int32	0	2147483647	-2147483648	41	0
57	4	typeid0	0		int32	-1	2147483647	-2147483648	41	0
57	5	cost0	0		uint32	0	2147483647	0	41	0
57	6	typeid1	0		int32	-1	2147483647	-2147483648	41	0
57	7	cost1	0		uint32	0	2147483647	0	41	0
57	8	typeid2	0		int32	-1	2147483647	-2147483648	41	0
